contratto_cod|codice_ordine_sap|tipo_contratto|codice_opec|data_firma|net_amount|causale_annullamento|data_annullamento|codice_agente|status_quote|creazione_dta
Y05769072||Facile|H06LR633|3/29/2022|948|||6052|Scatto Bloccato|11/29/2022
Y05765702||Facile|H044FKBA|3/29/2022|599|||11030|Scatto Bloccato|11/29/2022
Y05750072||Facile|H02KVENM|3/29/2022|718|||11715|Scatto Bloccato|11/29/2022
Y05728902||Facile|H0629HRP|3/29/2022|1598|||12564|Scatto Bloccato|11/29/2022
Y05763842||Facile|H07GW7SS|3/29/2022|599|||12107|Scatto Bloccato|11/29/2022
Y05766492||Facile|H06XMKYX|3/29/2022|599|||11715|Scatto Bloccato|11/29/2022
Y05759912||Facile|H01UX8JJ|3/29/2022|655.95|||10645|In attesa scatto|11/29/2022
Y05206352||Facile|H01MZT66|3/29/2022|948|||12122|Scatto Bloccato|11/29/2022
Y05741662||Facile|H02GZHJH|3/29/2022|599|||1626|Scatto Bloccato|11/29/2022
Y05765842||Facile|GKP43AA3|3/29/2022|1228|||7235|Scatto Bloccato|11/29/2022
Y05701462||Facile|H07EUEZY|3/29/2022|509.16|||5300|Scatto Bloccato|11/29/2022
Y05761342||Facile|H07H8YNN|3/29/2022|1598|||12241|Scatto Bloccato|11/29/2022
Y05768532||Facile|F0NJNAAM|3/29/2022|1198|||12699|Scatto Bloccato|11/29/2022
Y05786572||Facile|H07JMPUT|3/31/2022|948|||2543|Scatto Bloccato|11/30/2022
Y05790402||Facile|H07JMP65|3/31/2022|599|||2543|Scatto Bloccato|11/30/2022
Y05794442||Facile|H07JMSDB|3/30/2022|948|||12325|In attesa scatto|11/30/2022
Y05789542||Facile|H07JMP32|3/30/2022|948|||12109|Scatto Bloccato|11/30/2022
Y05659522||Facile|H056JF32|3/31/2022|599|||12020|Scatto Bloccato|11/30/2022
Y05793712||Facile|H0527YDD|3/31/2022|625.95|||10645|Scatto Bloccato|11/30/2022
Y05786772||Facile|H07B3MWV|3/30/2022|1128|||2543|Scatto Bloccato|11/30/2022
Y05787182||Facile|H07JMPVU|3/31/2022|1198|||3435|Scatto Bloccato|11/30/2022
Y05789352||Facile|H07JMPZY|3/30/2022|948|||12261|Scatto Bloccato|11/30/2022
Y05791382||Facile|H07JMP87|3/30/2022|599|||12543|Scatto Bloccato|11/30/2022
Y05739082||Facile|H04786HH|3/30/2022|1203.45|||12102|Scatto Bloccato|11/30/2022
Y05748422||Facile|H01JV4SS|3/30/2022|948|||60871|Scatto Bloccato|11/30/2022
Y05631362||Facile|EUKHEAAD|3/30/2022|1098|||9149|Scatto Bloccato|11/30/2022
Y05782912||Facile|H06UJU22|3/30/2022|599|||11666|Scatto Bloccato|11/30/2022
Y05791852||Facile|H052XHHG|3/30/2022|978|||60861|In attesa scatto|11/30/2022
Y05757972||Facile|H01D5GRP|3/30/2022|599|||1626|Scatto Bloccato|11/30/2022
Y05787322||Facile|H064J9DD|3/30/2022|2847|||12134|In attesa scatto|11/30/2022
Y05710812||Facile|GU7KAAAK|3/30/2022|4071.5|||12089|Scatto Bloccato|11/30/2022
Y05550952||Facile|H05MJFTS|3/30/2022|1198|||10807|Scatto Bloccato|11/30/2022
Y05378532||Facile|H0198KVU|3/30/2022|5748|||3732|Scatto Bloccato|11/30/2022
Y05748122||Facile|H07B3W00|3/30/2022|1098|||11130|Scatto Bloccato|11/30/2022
Y05789242||Facile|H02T3P10|3/30/2022|379|||8496|Scatto Bloccato|11/30/2022
Y05420052||Facile|H0196977|3/30/2022|1048|||10369|Scatto Bloccato|11/30/2022
Y05786282||Facile|H011Z4DD|3/30/2022|599|||1604|Scatto Bloccato|11/30/2022
Y05766142||Facile|DHDYAAAX|3/30/2022|599|||7252|Scatto Bloccato|11/30/2022
Y05782822||Facile|H01NWZVV|3/30/2022|948|||60865|Scatto Bloccato|11/30/2022
Y05764232||Facile|H060UYGG|3/30/2022|748|||11141|Scatto Bloccato|11/30/2022
Y05766632||Facile|FZ741AA1|3/30/2022|948|||1732|Scatto Bloccato|11/30/2022
Y05621802||Facile|H02DUJBA|3/30/2022|948|||12834|In attesa scatto|11/30/2022
Y05597882||Facile|H02Z3TRR|3/30/2022|1499|||12700|Scatto Bloccato|11/30/2022
Y05788202||Facile|H07GEU44|3/30/2022|599|||9008|Scatto Bloccato|11/30/2022
Y05789272||Facile|H06TM9UU|3/30/2022|599|||11739|Scatto Bloccato|11/30/2022
Y05790442||Facile|GX7JXAAW|3/30/2022|1198|||1300|Scatto Bloccato|11/30/2022
Y05771922||Facile|DL5K3AA2|3/30/2022|7945|||2822|In attesa scatto|11/30/2022
Y05770172||Facile|FF3S7AA6|3/30/2022|629|||2018|Scatto Bloccato|11/30/2022
Y05788772||Facile|H01S7UWW|3/30/2022|978|||6241|Scatto Bloccato|11/30/2022
Y05761502||Facile|BDB26AA6|3/30/2022|5664.8|||2206|Scatto Bloccato|11/30/2022
Y05766232||Facile|H07JMBVU|3/30/2022|625.95|||12545|In attesa scatto|11/30/2022
Y05598232||Facile|H0685W77|3/30/2022|1598|||12444|Scatto Bloccato|11/30/2022
Y05699162||Facile|EP4GZAAY|3/30/2022|625.95|||12834|Scatto Bloccato|11/30/2022
Y05710202||Facile|DFR7FAAF|3/30/2022|3313.3|||6284|Scatto Bloccato|11/30/2022
Y05740542||Facile|BZ6VXAAX|3/30/2022|2593|||3613|Scatto Bloccato|11/30/2022
Y05654172||Facile|H048JFHG|3/30/2022|2727|||9364|Scatto Bloccato|11/30/2022
Y05787942||Facile|H05U7NAN|3/30/2022|1947|||9274|Scatto Bloccato|11/30/2022
Y05761222||Facile|H0168TGG|3/30/2022|948|||60869|Scatto Bloccato|11/30/2022
Y05191282||Facile|B927FAAF|3/31/2022|1198|||3693|In attesa scatto|12/1/2022
Y05734932||Facile|H06832FF|3/31/2022|599|||12499|Scatto Bloccato|12/1/2022
Y05794542||Facile|FW8LJAB9|3/31/2022|625.95|||10097|Scatto Bloccato|12/1/2022
Y05545102||Facile|H06K85EE|3/31/2022|1198|||12346|Scatto Bloccato|12/1/2022
Y05789202||Facile|H06ZZKYX|3/31/2022|728|||11621|Scatto Bloccato|12/1/2022
Y05770682||Facile|H014XA65|3/31/2022|978|||4405|Scatto Bloccato|12/1/2022
Y05816832||Facile|H07JMZ33|3/31/2022|379|||12856|Scatto Bloccato|12/1/2022
Y05499272||Facile|H07GA0WW|3/31/2022|728|||12052|Scatto Bloccato|12/1/2022
Y05792602||Facile|H01BM155|4/11/2022|2927|||9364|Scatto Bloccato|12/1/2022
Y05818222||Facile|H07JMZ77|3/31/2022|948|||4337|Scatto Bloccato|12/1/2022
Y05819782||Facile|H018HT32|3/31/2022|290|||6444|In attesa scatto|12/1/2022
Y05811902||Facile|GXD0MAAM|3/31/2022|3299.95|||7235|Scatto Bloccato|12/1/2022
Y05821782||Facile|H06Z03MM|3/31/2022|948|||12109|In attesa scatto|12/1/2022
Y05771592||Facile|H07E86GG|3/31/2022|2597|||12123|Scatto Bloccato|12/1/2022
Y05819562||Facile|E9LW9AA9|3/31/2022|653.45|||11726|Scatto Bloccato|12/1/2022
Y05812302||Facile|F2J5HAAH|3/31/2022|1083|||56206|Scatto Bloccato|12/1/2022
Y05319972||Facile|GDW0WAAW|3/31/2022|999|||3469|Scatto Bloccato|12/1/2022
Y05813262||Facile|H06185UU|3/31/2022|948|||12109|Scatto Bloccato|12/1/2022
Y05816122||Facile|H02VD2NN|3/31/2022|599|||11621|Scatto Bloccato|12/1/2022
Y05814382||Facile|H065KWAV|3/31/2022|1597|||6444|In attesa scatto|12/1/2022
Y05757752||Facile|H066RZ55|3/31/2022|1598|||12850|In attesa scatto|12/1/2022
Y05817402||Facile|H06G1YWW|3/31/2022|1198|||12911|Scatto Bloccato|12/1/2022
Y05821402||Facile|H01KJ2VV|3/31/2022|1598|||12557|Scatto Bloccato|12/1/2022
Y05796492||Facile|H07JMRGF|3/31/2022|599|||12912|Scatto Bloccato|12/1/2022
Y05818762||Facile|H067ZXKK|3/31/2022|599|||1121|Scatto Bloccato|12/1/2022
Y05790662||Facile|H01MTN21|3/31/2022|948|||12936|Scatto Bloccato|12/1/2022
Y05468022||Facile|H02E1ZZZ|4/1/2022|948|||9373|Scatto Bloccato|12/2/2022
Y05833172||Facile|H06A1N87|4/1/2022|2597|||10879|Scatto Bloccato|12/2/2022
Y05312502||Facile|BXFP7AA6|4/26/2022|1212.99|||12272|Scatto Bloccato|12/2/2022
Y05852832||Facile|E715BAAB|4/2/2022|1198|||9002|Scatto Bloccato|12/3/2022
Y05413182||Facile|H044PKDB|4/2/2022|1067|||12107|Scatto Bloccato|12/3/2022
Y05839232||Facile|H01SDS65|4/2/2022|2124|||12439|Scatto Bloccato|12/3/2022
Y04031362||Facile|F3L55AA5|1/12/2022|848|||992|Scatto Bloccato|12/13/2022
Y05634112||Facile|H07ASA0Z|3/23/2022|1898|||12499|Scatto Bloccato|12/23/2022
Y04979202||Facile|AVY4SAAS|2/21/2022|929|||992|Scatto Bloccato|12/23/2022
Y04984372||Facile|BZAB2AA1|2/21/2022|718|||992|Scatto Bloccato|12/23/2022
Y04980342||Facile|H01V5S32|2/21/2022|379|||992|Scatto Bloccato|12/23/2022
Y04978842||Facile|DEEK0AAZ|2/21/2022|828|||992|Scatto Bloccato|12/23/2022
Y04996952||Facile|EXLJ3AA2|2/21/2022|744|||992|Scatto Bloccato|12/23/2022
Y04997902||Facile|DKRUMAAM|2/21/2022|529|||992|Scatto Bloccato|12/23/2022
Y04975292||Facile|H011ELZY|2/21/2022|993|||992|Scatto Bloccato|12/23/2022
Y06237082||Facile|H06PNS43|4/22/2022|509.16|||12595|Scatto Bloccato|12/23/2022
Y06157922||Facile|H007MSNM|4/28/2022|599|||1076|Scatto Bloccato|12/23/2022
Y06175382||Facile|GAVSEAAD|4/22/2022|599|||11799|Scatto Bloccato|12/23/2022
Y06004562||Facile|E38A9AA8|4/29/2022|2649.45|||8871|Scatto Bloccato|12/23/2022
Y06237372||Facile|H06KN222|4/22/2022|5797|||4459|Scatto Bloccato|12/23/2022
Y06012452||Facile|FBDTDAAB|4/22/2022|652.9|||8936|In attesa scatto|12/23/2022
Y06236222||Facile|H028KK65|4/22/2022|1198|||8404|In attesa scatto|12/23/2022
Y06035792||Facile|H06AT4MM|4/22/2022|1198|||12696|Scatto Bloccato|12/23/2022
Y06230652||Facile|H01WXE76|4/22/2022|539.16|||3281|Scatto Bloccato|12/23/2022
Y06089792||Facile|H04V9388|4/22/2022|3446|||12409|Scatto Bloccato|12/23/2022
Y05834202||Facile|H01WSATS|4/26/2022|1228|||1424|Scatto Bloccato|12/23/2022
Y06029972||Facile|D7G84AA4|4/26/2022|2648|||2011|Scatto Bloccato|12/23/2022
Y06237232||Facile|H07JN6EE|4/22/2022|625.95|||6262|Scatto Bloccato|12/23/2022
Y06122062||Facile|H05NLY11|4/22/2022|1248|||10708|Scatto Bloccato|12/23/2022
Y06205752||Facile|BZ9M3AA2|4/22/2022|1849.95|||1980|Scatto Bloccato|12/23/2022
Y06003402||Facile|FNPVHAAH|4/26/2022|1198|||12560|Scatto Bloccato|12/23/2022
Y06016742||Facile|BT259AA9|4/22/2022|4703.3|||4438|In attesa scatto|12/23/2022
Y06231652||Facile|BZ3GXAAW|4/22/2022|2347|||11881|Scatto Bloccato|12/23/2022
Y06009652||Facile|EE8N1AA0|4/22/2022|1598|||5872|Scatto Bloccato|12/23/2022
Y06226512||Facile|B0D5YAAY|4/22/2022|1198|||9370|Scatto Bloccato|12/23/2022
Y06171152||Facile|H01DW5RR|4/22/2022|599|||12055|Scatto Bloccato|12/23/2022
Y06059032||Facile|H05LUZ22|4/22/2022|948|||11560|Scatto Bloccato|12/23/2022
Y06208282||Facile|D6D7KAAK|4/22/2022|1377|||9008|Scatto Bloccato|12/23/2022
Y06073022||Facile|EZS7GAAG|4/22/2022|2048|||11799|In attesa scatto|12/23/2022
Y06233652||Facile|H008GPJH|4/22/2022|1128|||1607|In attesa scatto|12/23/2022
Y06234152||Facile|F2XTRAAR|4/22/2022|3101.45|||8874|Scatto Bloccato|12/23/2022
Y06218672||Facile|B8N93AA3|4/22/2022|5611|||9989|Scatto Bloccato|12/23/2022
Y06175202||Facile|EHGMJAAH|4/22/2022|2094|||8508|Scatto Bloccato|12/23/2022
Y06175562||Facile|BX45VAAV|4/22/2022|948|||5541|Scatto Bloccato|12/23/2022
Y06030062||Facile|H01173JJ|4/22/2022|2197|||12007|Scatto Bloccato|12/23/2022
Y05945882||Facile|H0325P43|4/22/2022|2997|||12141|Scatto Bloccato|12/23/2022
Y06227822||Facile|H06531EE|4/22/2022|848|||10089|In attesa scatto|12/23/2022
Y06236342||Facile|AUT7YAAY|4/22/2022|698|||3851|Scatto Bloccato|12/23/2022
Y05922942||Facile|DFD83AA3|4/22/2022|1388|||5178|Scatto Bloccato|12/23/2022
Y06235192||Facile|H04KHHBA|4/22/2022|2697|||11876|Scatto Bloccato|12/23/2022
Y06230292||Facile|H021MBED|4/22/2022|2400.9|||9644|Scatto Bloccato|12/23/2022
Y04660942||Facile|H01AMMPN|2/22/2022|2066.25|||3063|Scatto Bloccato|10/23/2022
Y04689932||Facile|GW9T2AA2|2/21/2022|1724.95|||3063|In attesa scatto|10/23/2022
Y00744331|3014177876|Facile|BFR4WAAW|7/22/2021|1488.56|||12273|Accepted|7/22/2021
Y00440490|3014173014|365|GXP20AA0|7/15/2021|1650.61|||3666|Accepted|7/13/2021
Y03517420|3014244450|365|GE43KAAK|12/13/2021|1326.35|||12560|Accepted|12/6/2021
Y03360312||Facile|H05T2VVV|11/27/2021|379|||12595|Scatto Bloccato|7/30/2022
Y03399912||Facile|H05JNA98|11/30/2021|978|||11750|Scatto Bloccato|8/2/2022
Y03402832||Facile|H06SFZ66|12/1/2021|379|||10009|Scatto Bloccato|8/3/2022
Y03585332||Facile|H02K7DAD|12/10/2021|379|||3851|Scatto Bloccato|8/12/2022
Y02277912||Facile|H06R4B98|12/28/2021|1098|||11941|Scatto Bloccato|8/29/2022
Y03757852||Facile|H04MG4MM|1/3/2022|2193|||12564|In attesa scatto|8/31/2022
Y03978982||Facile|A71ADAAB|1/12/2022|2000.9|||2042|Scatto Bloccato|9/13/2022
Y04000312||Facile|B496LAAL|1/12/2022|1366|||5771|Scatto Bloccato|9/13/2022
Y04012882||Facile|AEHFXAAW|1/12/2022|808.7|||5314|Scatto Bloccato|9/13/2022
Y03954562||Facile|BLGLYAAX|1/13/2022|1591.9|||12009|Scatto Bloccato|9/13/2022
Y04014602||Facile|BKPZ2AA2|1/13/2022|3875|||1056|Scatto Bloccato|9/13/2022
Y03997602||Facile|BSB83AA3|1/13/2022|1495.9|||6901|Scatto Bloccato|9/14/2022
Y04012592||Facile|AGPNZAAY|1/13/2022|3913|||5300|Scatto Bloccato|9/14/2022
Y04000272||Facile|H068FFLK|1/13/2022|1449.55|||8871|Scatto Bloccato|9/14/2022
Y04030592||Facile|H02W3NGF|1/13/2022|1098|||6444|Scatto Bloccato|9/14/2022
Y04029402||Facile|G3VNFAAE|1/13/2022|1128|||1056|Scatto Bloccato|9/14/2022
Y04033142||Facile|EMZNFAAE|1/13/2022|2387.45|||10615|Scatto Bloccato|9/14/2022
Y03984952||Facile|H060MKHG|1/13/2022|2347|||9644|Scatto Bloccato|9/14/2022
Y03997782||Facile|G5BF7AA6|1/13/2022|2881|||5314|Scatto Bloccato|9/14/2022
Y04034432||Facile|DD071AA1|1/13/2022|769|||9346|Scatto Bloccato|9/14/2022
Y03998732||Facile|GT6ZJAAJ|1/13/2022|1128|||9579|Scatto Bloccato|9/14/2022
Y04009352||Facile|B4YJ0AAZ|1/13/2022|1145|||5527|Scatto Bloccato|9/14/2022
Y04013062||Facile|AUPG0AAZ|1/13/2022|2707.9|||2435|Scatto Bloccato|9/14/2022
Y04040382||Facile|H05AVNKJ|1/13/2022|299|||11560|Scatto Bloccato|9/14/2022
Y04011732||Facile|H02M5RKJ|1/13/2022|2328|||6241|Scatto Bloccato|9/14/2022
Y04032382||Facile|H07H4577|1/13/2022|648|||11124|Scatto Bloccato|9/14/2022
Y04027782||Facile|E9Z52AA2|1/13/2022|2350.9|||4438|Scatto Bloccato|9/14/2022
Y03982132||Facile|DNWZJAAJ|1/13/2022|1094.95|||12989|Scatto Bloccato|9/14/2022
Y03998462||Facile|H05VK511|1/13/2022|848|||10879|Scatto Bloccato|9/14/2022
Y03998252||Facile|BW5PBAAA|1/14/2022|2027.85|||6901|Scatto Bloccato|9/14/2022
Y03822412||Facile|H010UVFF|1/13/2022|898|||11327|Scatto Bloccato|9/14/2022
Y04032192||Facile|H06J3GHG|1/13/2022|898|||2311|Scatto Bloccato|9/14/2022
Y04030782||Facile|GE4ZTAAT|1/13/2022|349|||87545|Scatto Bloccato|9/14/2022
Y04003982||Facile|H0112DLK|1/13/2022|2527|||6444|Scatto Bloccato|9/14/2022
Y03927002||Facile|EU1SHAAG|1/14/2022|848|||12608|Scatto Bloccato|9/14/2022
Y03927572||Facile|FB509AA9|1/13/2022|2698|||6444|Scatto Bloccato|9/15/2022
Y04038272||Facile|ESNAWAAV|1/14/2022|2374|||8508|Scatto Bloccato|9/15/2022
Y03958802||Facile|FA96WABA|1/14/2022|1298|||11304|Scatto Bloccato|9/15/2022
Y03942452||Facile|H02PGZDD|1/14/2022|2932.17|||11876|Scatto Bloccato|9/15/2022
Y04062492||Facile|A0G31AA1|1/14/2022|4145|||6097|Scatto Bloccato|9/15/2022
Y03895002||Facile|H04GYWGG|1/14/2022|1647|||12210|Scatto Bloccato|9/15/2022
Y04056782||Facile|H01PX8KK|1/14/2022|3463.55|||10807|Scatto Bloccato|9/15/2022
Y04038432||Facile|EGDYYAAY|1/14/2022|10037.95|||4105|Scatto Bloccato|9/15/2022
Y03952272||Facile|H016XYGG|1/14/2022|2117|||7877|Scatto Bloccato|9/15/2022
Y04062112||Facile|H05PDR65|1/14/2022|1917|||6444|Scatto Bloccato|9/15/2022
Y04006002||Facile|G1EYUAAU|1/14/2022|449|||9621|Scatto Bloccato|9/15/2022
Y04070602||Facile|H05SR1DD|1/14/2022|648|||9621|Scatto Bloccato|9/15/2022
Y03970112||Facile|H02MZPED|1/14/2022|4668|||11130|Scatto Bloccato|9/15/2022
Y03973502||Facile|DB40LAAL|1/14/2022|848|||10885|Scatto Bloccato|9/15/2022
Y04059052||Facile|GVGUGAAG|1/14/2022|1455.9|||6559|Scatto Bloccato|9/15/2022
Y04061832||Facile|H017F166|1/14/2022|2247|||11943|Scatto Bloccato|9/15/2022
Y04069272||Facile|F6L7LAAL|1/14/2022|1181.9|||8945|Scatto Bloccato|9/15/2022
Y03935482||Facile|EHGF2AA1|1/14/2022|723.45|||1530|Scatto Bloccato|9/15/2022
Y04057612||Facile|E123MAAM|1/14/2022|1124.95|||12543|Scatto Bloccato|9/15/2022
Y03952172||Facile|H016XYGG|1/14/2022|7447|||7877|Scatto Bloccato|9/15/2022
Y04062332||Facile|H0024T00|1/14/2022|1648|||11157|Scatto Bloccato|9/15/2022
Y04040522||Facile|A91U5AA5|1/14/2022|990|||12989|Scatto Bloccato|9/15/2022
Y04055862||Facile|DESL7AA6|1/14/2022|1313|||12630|Scatto Bloccato|9/15/2022
Y04056342||Facile|H06P2ZRR|1/14/2022|2327|||2609|Scatto Bloccato|9/15/2022
Y04054842||Facile|DKTSUAAT|1/14/2022|2775.9|||1424|Scatto Bloccato|9/15/2022
Y03998862||Facile|DDFSHAAG|1/14/2022|2106.75|||8871|Scatto Bloccato|9/15/2022
Y03905002||Facile|E825XAAX|1/17/2022|2097|||7877|Scatto Bloccato|9/18/2022
Y04000522||Facile|H069JYVV|1/18/2022|1841.55|||8871|Scatto Bloccato|9/19/2022
Y04002012||Facile|H02HLH21|1/18/2022|1088|||1439|In attesa scatto|9/19/2022
Y04130292||Facile|BUAL1AA0|1/18/2022|3747|||8874|Scatto Bloccato|9/19/2022
Y04237922||Facile|DNEMRAB9|1/24/2022|1994|||10369|In attesa scatto|9/23/2022
Y04055392||Facile|B7SVKAAK|1/25/2022|2555|||11893|In attesa scatto|9/26/2022
Y04008952||Facile|G44X1AA1|1/3/2022|1597|||30110|Scatto Bloccato|11/4/2022
Y04055692||Facile|E2UR1AA0|1/4/2022|698|||30110|Scatto Bloccato|11/5/2022
Y03976442||Facile|EVFHKAAJ|1/10/2022|728|||992|Scatto Bloccato|11/11/2022
Y03998392||Facile|F87AHAAG|1/11/2022|479|||992|Scatto Bloccato|11/12/2022
Y04028942||Facile|BV9J3AA2|1/12/2022|808.2|||992|Scatto Bloccato|11/13/2022
Y04031372||Facile|DBH5VAAV|1/12/2022|228|||32817|Scatto Bloccato|11/13/2022
Y04041472||Facile|H02ZWV22|1/12/2022|349|||992|Scatto Bloccato|11/13/2022
Y04035222||Facile|GAD7EAAE|1/12/2022|898|||992|Scatto Bloccato|11/13/2022
Y04037062||Facile|H060SB98|1/12/2022|349|||992|Scatto Bloccato|11/13/2022
Y04030772||Facile|B0LLVAAU|1/12/2022|429|||31619|Scatto Bloccato|11/13/2022
Y04035982||Facile|H05NW9FF|1/12/2022|449|||992|Scatto Bloccato|11/13/2022
Y04036272||Facile|FBSD8AA7|1/12/2022|499|||31619|Scatto Bloccato|11/13/2022
Y04058572||Facile|FH5BNAAM|1/12/2022|998|||992|Scatto Bloccato|11/13/2022
Y04057582||Facile|F1YE1AA0|1/12/2022|349|||31815|Scatto Bloccato|11/13/2022
Y04056952||Facile|D2654AA4|1/12/2022|399|||31815|Scatto Bloccato|11/13/2022
Y04028442||Facile|B73UYAAY|1/12/2022|379|||30110|Scatto Bloccato|11/13/2022
Y04041572||Facile|FSD1GAAG|1/13/2022|349|||32218|Scatto Bloccato|11/14/2022
Y04040212||Facile|H055JUXX|1/13/2022|199|||31619|Scatto Bloccato|11/14/2022
Y04031802||Facile|B454TAAT|1/13/2022|499|||30110|Scatto Bloccato|11/14/2022
Y04039962||Facile|A92NUAAT|1/13/2022|1896|||992|Scatto Bloccato|11/14/2022
Y04035092||Facile|G4WAUAAT|1/13/2022|698|||992|Scatto Bloccato|11/14/2022
Y04034822||Facile|H01LL2ZZ|1/13/2022|548|||31619|Scatto Bloccato|11/14/2022
Y04041402||Facile|H06ULG76|1/13/2022|798|||31619|Scatto Bloccato|11/14/2022
Y04032762||Facile|GLRS2AA1|1/13/2022|199|||31815|Scatto Bloccato|11/14/2022
Y04030532||Facile|BGYFWAAV|1/13/2022|449|||992|Scatto Bloccato|11/14/2022
Y04029132||Facile|F39KVAAU|1/13/2022|399|||32218|Scatto Bloccato|11/14/2022
Y04033862||Facile|G115BAAB|1/13/2022|798|||30110|Scatto Bloccato|11/14/2022
Y04061542||Facile|H01BK2RR|1/13/2022|349|||31815|Scatto Bloccato|11/14/2022
Y04069932||Facile|H004SFTS|1/13/2022|449|||992|Scatto Bloccato|11/14/2022
Y04062232||Facile|H05NS033|1/13/2022|349|||992|Scatto Bloccato|11/14/2022
Y04031252||Facile|GWVYKAAK|1/13/2022|1227|||32817|Scatto Bloccato|11/14/2022
Y04056972||Facile|H01M69DD|1/13/2022|598|||992|Scatto Bloccato|11/14/2022
Y04058422||Facile|H01XN577|1/14/2022|349|||31815|Scatto Bloccato|11/15/2022
Y04067802||Facile|H02M2GGF|1/14/2022|349|||992|Scatto Bloccato|11/15/2022
Y04061912||Facile|H06GM866|1/14/2022|349|||992|Scatto Bloccato|11/15/2022
Y04069972||Facile|GGPN3AA2|1/14/2022|349|||32817|Scatto Bloccato|11/15/2022
Y04093422||Facile|FFN3JAAJ|1/14/2022|898|||31815|Scatto Bloccato|11/15/2022
Y04068942||Facile|ALWUSAAS|1/14/2022|229|||32817|Scatto Bloccato|11/15/2022
Y04102792||Facile|EE430AA0|1/14/2022|659|||30110|Scatto Bloccato|11/15/2022
Y04101002||Facile|H01MGZMM|1/14/2022|529|||992|Scatto Bloccato|11/15/2022
Y04096972||Facile|EBP2KAB9|1/17/2022|679|||30110|Scatto Bloccato|11/18/2022
Y04124182||Facile|G17SNAAM|1/17/2022|678|||30110|Scatto Bloccato|11/18/2022
Y04099302||Facile|AB33RAAR|1/17/2022|2348|||991|Scatto Bloccato|11/18/2022
Y04104282||Facile|A8V5VAAV|1/17/2022|1197|||32817|Scatto Bloccato|11/18/2022
Y04101022||Facile|H01Z4PXW|1/17/2022|399|||32817|Scatto Bloccato|11/18/2022
Y04108522||Facile|AMSZLAAL|1/17/2022|399|||31619|Scatto Bloccato|11/18/2022
Y04106662||Facile|AVEYTAAT|1/17/2022|1297|||992|Scatto Bloccato|11/18/2022
Y03937052||Facile|H01V7522|1/17/2022|863|||32218|Scatto Bloccato|11/18/2022
Y04104642||Facile|F5TKNAAM|1/17/2022|1048|||992|Scatto Bloccato|11/18/2022
Y04122102||Facile|AY31UAAU|1/17/2022|349|||31619|Scatto Bloccato|11/18/2022
Y04137282||Facile|H01WPRSR|1/18/2022|349|||31619|Scatto Bloccato|11/19/2022
Y04128402||Facile|F6GTWAAV|1/18/2022|379|||30110|Scatto Bloccato|11/19/2022
Y04161622||Facile|B7MLGAAF|1/18/2022|1303|||992|Scatto Bloccato|11/19/2022
Y04123282||Facile|BVW2LAAL|1/18/2022|399|||30110|Scatto Bloccato|11/19/2022
Y04162242||Facile|DEJ2PAAP|1/19/2022|379|||30110|Scatto Bloccato|11/20/2022
Y04159232||Facile|H0141L10|1/19/2022|579|||30110|Scatto Bloccato|11/20/2022
Y04197902||Facile|BVE75AA5|1/20/2022|779|||30250|Scatto Bloccato|11/21/2022
Y05601272||Facile|H07GRN0Z|3/22/2022|599|||11955|Scatto Bloccato|11/22/2022
Y05477052||Facile|H02RPXRR|3/22/2022|1217|||10565|Scatto Bloccato|11/22/2022
Y05598172||Facile|H07H8Y00|3/22/2022|948|||10400|Scatto Bloccato|11/22/2022
Y05600962||Facile|H06U51DD|3/22/2022|599|||9274|Scatto Bloccato|11/22/2022
Y04040652||Facile|GJLH3AA2|3/23/2022|3521.45|||12912|Scatto Bloccato|11/22/2022
Y05599532||Facile|E9SWVAAV|3/22/2022|1198|||6444|Scatto Bloccato|11/22/2022
Y05596492||Facile|A7M88AA8|3/22/2022|2023.75|||11030|Scatto Bloccato|11/22/2022
Y05457932||Facile|H06RXDNM|3/22/2022|999|||12545|Scatto Bloccato|11/22/2022
Y04231372||Facile|AUTWRAAR|1/21/2022|379|||30110|Scatto Bloccato|11/22/2022
Y04758452||Facile|H07AP000|3/22/2022|1198|||7877|Scatto Bloccato|11/22/2022
Y05592672||Facile|H004E4A3|3/23/2022|498|||12150|Scatto Bloccato|11/22/2022
Y04000602||Facile|H01D1FLK|3/28/2022|1224.95|||10645|Scatto Bloccato|11/22/2022
Y05621392||Facile|H06P9UEE|3/23/2022|1067|||7252|Scatto Bloccato|11/23/2022
Y05612062||Facile|BU85UAAU|3/23/2022|4430.35|||9949|In attesa scatto|11/23/2022
Y05630902||Facile|H07H80GG|3/23/2022|599|||992|Scatto Bloccato|11/23/2022
Y05563102||Facile|H07B3HWV|3/23/2022|948|||10794|Scatto Bloccato|11/23/2022
Y05357062||Facile|H007PVZZ|3/23/2022|948|||12135|Scatto Bloccato|11/23/2022
Y05595592||Facile|H060DLML|3/23/2022|948|||12722|In attesa scatto|11/23/2022
Y04290722||Facile|FJ9XGAAG|1/22/2022|379|||30110|Scatto Bloccato|11/23/2022
Y05415032||Facile|H07EN666|3/23/2022|379|||12526|Scatto Bloccato|11/23/2022
Y05622192||Facile|H054JMML|3/23/2022|379|||1121|Scatto Bloccato|11/23/2022
Y05630202||Facile|F6SJXAAW|3/23/2022|728|||8496|Scatto Bloccato|11/23/2022
Y05529462||Facile|BHG5BAAB|3/23/2022|599|||3238|In attesa scatto|11/23/2022
