contratto_cod|codice_ordine_sap|tipo_contratto|codice_opec|data_firma|net_amount|causale_annullamento|data_annullamento|codice_agente|status_quote|creazione_dta
Y11625220||365|FUTP6AA5|1/23/2023|783|||12011|Presentata|1/22/2023
Y11625260||365|EJ4TFAAF|1/22/2023|1083.45|||12011|Presentata|1/22/2023
Y11625281||Facile|FMZL5AA4|1/22/2023|12646|||9545|Bozza|1/22/2023
Y11625300||365|B4RFBAAA|1/22/2023|3389.96|||12011|Presentata|1/22/2023
Y11625320||365|BF5H4AA3|1/22/2023|1930.9|||12011|Presentata|1/22/2023
Y11625391||Facile|H04UTUDD|1/22/2023|4388.04|||12439|Bozza|1/22/2023
Y11625411||Facile|H04UTUDD|1/22/2023|2103.66|||12439|Bozza|1/22/2023
Y11625451||Facile|BNG6DAAD|1/22/2023|2148|||12102|Bozza|1/22/2023
Y11625471||Facile|H07H60ZZ|1/22/2023|5048|||12564|Bozza|1/22/2023
Y11625510||365|BU88AAA8|1/24/2023|1393.5|||9579|Presentata|1/22/2023
Y11625531||Facile|H0618RED|1/22/2023|988.4|||12564|Presentata|1/22/2023
Y11625561||Facile|H07JMPWV|1/22/2023|479.2|||12102|Bozza|1/22/2023
Y11625581||Facile|BY2KFAAE|1/22/2023|701.95|||12011|Presentata|1/22/2023
Y11625591||Facile|H0618RED|1/22/2023|988.4|||12564|Bozza|1/22/2023
Y11625611||Facile|AX5B3AA2|1/22/2023|1399|||9346|Bozza|1/22/2023
Y11625630||365|BVWMZAAY|1/23/2023|1598|||1604|Accepted|1/22/2023
Y11625651||Facile|BVMKXAAW|1/22/2023|1002.01|||12011|Presentata|1/22/2023
Y11625670||365|FAEXXAAX|1/22/2023|1196|||1604|Presentata|1/22/2023
Y11625730||365|H06ZBSTS|1/22/2023|1317|||12345|Bozza|1/22/2023
Y11625751||Facile|H0121788|1/24/2023|1105.2|||9579|Presentata|1/22/2023
Y11625761||Facile|BW55FAAF|1/22/2023|11585|||2042|Bozza|1/22/2023
Y11625810||365|BZ104AA4|1/24/2023|1285.85|||12912|Bozza|1/22/2023
Y11625831||Facile|H07KUVGG|1/22/2023|999|||12687|Bozza|1/22/2023
Y11625851||Facile|FS1KDAAB|1/25/2023|902.45|||9579|Presentata|1/22/2023
Y11625861||Facile|BZ104AA4|1/24/2023|1285.85|||12912|Bozza|1/22/2023
Y11625991||Facile|BX9EBAAA|1/23/2023|1665.33|||7252|Bozza|1/22/2023
Y11625971||Facile|H07KMKRP|1/22/2023|4988.1|||12131|Bozza|1/22/2023
Y11626010||365|BZ1WLAB9|1/24/2023|1322.85|||12912|Bozza|1/22/2023
Y11626031||Facile|BZ1WLAB9|1/24/2023|1322.85|||12912|Bozza|1/22/2023
Y11626050||365|H06NTJ87|1/23/2023|3248|||11793|Presentata|1/22/2023
Y11626120||365|ET4P4AA3|1/22/2023|1555.35|||9579|Presentata|1/22/2023
Y11626171||Facile|D7XGAAAG|1/23/2023|887|||11793|Presentata|1/22/2023
Y11626181||Facile|GU9PRAAP|1/18/2023|7192.8|||5088|Bozza|1/22/2023
Y11626200||365|H01HSAGF|1/22/2023|3838.8|||7212|Presentata|1/22/2023
Y11626221||Facile|FMFFAAAE|1/23/2023|806.97|||3688|Accepted|1/22/2023
Y11626250||365|H052NNSR|1/23/2023|1173|||1607|Bozza|1/22/2023
Y11626270||365|BASPKAAJ|1/22/2023|902.4|||5088|Bozza|1/22/2023
Y11626290||365|BLA0TAAT|1/25/2023|299|||9579|Presentata|1/22/2023
Y11626320||365|EDRJJAAH|1/22/2023|8843.11|||2547|Bozza|1/22/2023
Y11626430||365|B06HYAAX|1/24/2023|877.2|||12912|Bozza|1/22/2023
Y11626461||Facile|H048K3WW|1/24/2023|958.4|||3688|Presentata|1/22/2023
Y11626490||365|D1ENZAAY|1/24/2023|599|||9579|Presentata|1/22/2023
Y11626511||Facile|B06HYAAX|1/24/2023|953.96|||12912|Bozza|1/22/2023
Y11626541||Facile|H016Z7PP|1/22/2023|1571.85|||5088|Bozza|1/22/2023
Y11626571||Facile|FDKXVAAV|1/22/2023|1778|||12143|Bozza|1/22/2023
Y11626591||Facile|FDKXVAAV|1/22/2023|1733.45|||12143|Bozza|1/22/2023
Y11626631||Facile|AKWYBAAB|1/23/2023|3396|||8535|Bozza|1/22/2023
Y11626670||365|ED25RAAR|1/27/2023|973.5|||12912|Bozza|1/22/2023
Y11626690||365|H07H4TXX|1/23/2023|797.99|||10794|Bozza|1/22/2023
Y11626711||Facile|H004ZLNM|1/22/2023|1252.45|||11917|Bozza|1/22/2023
Y04163182||Facile|E6FJKAAJ|1/24/2022|1549.95|||1056|In attesa scatto|9/25/2022
Y04287732||Facile|H04HAV44|1/24/2022|898|||2311|In attesa scatto|9/25/2022
Y04235642||Facile|ED80JAAJ|1/24/2022|669|||11815|In attesa scatto|9/25/2022
Y04293452||Facile|ABEESAAR|1/24/2022|848|||12510|In attesa scatto|9/25/2022
Y03955992||Facile|D7L76AA6|1/24/2022|1128|||4693|Scatto Bloccato|9/25/2022
Y04288942||Facile|GY2HJAAH|1/24/2022|5963.69|||12572|In attesa scatto|9/25/2022
Y04233592||Facile|B657KAAK|1/24/2022|7065|||5527|In attesa scatto|9/25/2022
Y04290782||Facile|DE9XAAAX|1/24/2022|3645|||1056|In attesa scatto|9/25/2022
Y04170512||Facile|F4G9KAAK|1/24/2022|1098|||3281|In attesa scatto|9/25/2022
Y04292082||Facile|E1T1GAAG|1/25/2022|882.4|||10869|In attesa scatto|9/25/2022
Y04230702||Facile|BV272AA2|1/25/2022|4276.25|||5178|In attesa scatto|9/25/2022
Y04195342||Facile|AJAS1AA0|1/24/2022|1152.9|||1439|In attesa scatto|9/25/2022
Y04284582||Facile|FT3YKAAK|1/24/2022|2596.35|||8945|In attesa scatto|9/25/2022
Y03975142||Facile|A6S7AAA6|1/24/2022|1512.85|||9393|Scatto Bloccato|9/25/2022
Y04196632||Facile|BSYK7AA6|1/24/2022|676|||6815|In attesa scatto|9/25/2022
Y04299782||Facile|H04UTUDD|1/24/2022|3676|||12439|In attesa scatto|9/25/2022
Y04297592||Facile|A8FNNAAM|1/24/2022|2001.9|||5332|In attesa scatto|9/25/2022
Y04278622||Facile|G1ASDAAB|1/24/2022|2995|||8535|Scatto Bloccato|9/25/2022
Y04070762||Facile|H07B3K65|1/24/2022|699|||2826|In attesa scatto|9/26/2022
Y04014092||Facile|GDA7MAAM|1/24/2022|1903|||9364|In attesa scatto|9/26/2022
Y03760522||Facile|D9XPWAAV|1/24/2022|1863|||10869|Scatto Bloccato|9/26/2022
Y04013522||Facile|ABS9NAAN|1/25/2022|6227|||2602|Scatto Bloccato|9/26/2022
Y04069412||Facile|ADJ6GAAG|1/25/2022|939|||2469|In attesa scatto|9/26/2022
Y04238172||Facile|H06RZEAE|1/25/2022|499|||12271|Scatto Bloccato|9/26/2022
Y04197502||Facile|E4404AA4|1/25/2022|1212.9|||3063|Scatto Bloccato|9/26/2022
Y04293802||Facile|GEJTLAAK|1/28/2022|1128|||11491|Scatto Bloccato|9/26/2022
Y04277792||Facile|D0UEUAAT|1/24/2022|1792.4|||11304|In attesa scatto|9/26/2022
Y04172092||Facile|DBG7MAAM|1/24/2022|1030.95|||5238|In attesa scatto|9/26/2022
Y04129202||Facile|F6UKKAAJ|1/24/2022|5156.35|||8294|In attesa scatto|9/26/2022
Y04278792||Facile|B8N4WAAW|1/24/2022|1420.46|||2011|In attesa scatto|9/26/2022
Y04289482||Facile|ABL1NAAN|1/24/2022|1268|||1558|In attesa scatto|9/26/2022
Y04296672||Facile|H02W9HPN|1/24/2022|2148|||4617|In attesa scatto|9/26/2022
Y04093142||Facile|H02W9HPN|1/24/2022|2148|||4617|In attesa scatto|9/26/2022
Y04167812||Facile|H01PSNGF|1/24/2022|1511.35|||8874|Scatto Bloccato|9/26/2022
Y03978782||Facile|H06ZPVRR|1/24/2022|2571.5|||56138|In attesa scatto|9/26/2022
Y04237422||Facile|BYRGPAAN|1/24/2022|1396|||11146|In attesa scatto|9/26/2022
Y04300072||Facile|FAD86AA6|1/24/2022|679|||5314|In attesa scatto|9/26/2022
Y04278162||Facile|H07H5LED|1/24/2022|1063|||992|Scatto Bloccato|9/26/2022
Y04289182||Facile|H01NS699|1/24/2022|1247|||8025|Scatto Bloccato|9/26/2022
Y04164472||Facile|G4D56AA6|1/24/2022|1147|||1607|Scatto Bloccato|9/26/2022
Y04277812||Facile|H07H5HVU|1/24/2022|1098|||12338|Scatto Bloccato|9/26/2022
Y04292642||Facile|H05JWGYX|1/24/2022|3426|||11141|In attesa scatto|9/26/2022
Y03927612||Facile|BWV2DAAD|1/24/2022|3097|||6444|In attesa scatto|9/26/2022
Y04290632||Facile|EMZ5DAAD|1/24/2022|875.9|||5513|In attesa scatto|9/26/2022
Y04098372||Facile|A2VLEAAD|1/24/2022|2565|||12166|In attesa scatto|9/26/2022
Y04081292||Facile|BE1GGAAF|1/24/2022|1525.9|||8025|In attesa scatto|9/26/2022
Y04289702||Facile|H0103M54|1/26/2022|499|||12448|In attesa scatto|9/26/2022
Y04002742||Facile|H057FG43|1/24/2022|1268|||1439|Scatto Bloccato|9/26/2022
Y04288592||Facile|B4XDHAAG|1/24/2022|1128|||2102|In attesa scatto|9/26/2022
Y04291832||Facile|H02SKBXW|1/24/2022|898|||12248|In attesa scatto|9/26/2022
Y04293782||Facile|H062MN76|1/24/2022|1098|||12325|Scatto Bloccato|9/26/2022
Y04136902||Facile|FHEHEAAD|1/24/2022|1021|||9364|In attesa scatto|9/26/2022
Y04129882||Facile|H02Y9TGG|1/24/2022|1128|||8422|In attesa scatto|9/26/2022
Y04031082||Facile|AUDADAAB|1/24/2022|2023.15|||1121|In attesa scatto|9/26/2022
Y04235362||Facile|H02W7HSR|1/24/2022|4342.95|||5300|In attesa scatto|9/26/2022
Y04207642||Facile|H02SEMJH|1/24/2022|1098|||1088|Scatto Bloccato|9/26/2022
Y04294452||Facile|A6VZ5AA5|1/24/2022|2797|||2721|In attesa scatto|9/26/2022
Y04290462||Facile|B3ANBAAA|1/24/2022|1815|||1121|Scatto Bloccato|9/26/2022
Y04170032||Facile|BYJU2AA2|1/24/2022|12947|||11921|In attesa scatto|9/26/2022
Y04288492||Facile|H049JZRR|1/24/2022|1297|||12109|In attesa scatto|9/26/2022
Y04279502||Facile|BBYF0AAZ|1/24/2022|3646|||12346|Scatto Bloccato|9/26/2022
Y04090102||Facile|BBKMYAAX|1/24/2022|8312|||11076|In attesa scatto|9/26/2022
Y04038282||Facile|H07HD077|1/24/2022|648|||3527|In attesa scatto|9/26/2022
Y04167392||Facile|H0219N76|1/24/2022|1431.45|||9393|In attesa scatto|9/26/2022
Y04235142||Facile|BUV9UAAU|1/24/2022|4164.02|||5300|In attesa scatto|9/26/2022
Y04295462||Facile|FZY2TAAT|1/24/2022|1247|||12346|In attesa scatto|9/26/2022
Y04287352||Facile|GAGBPAAN|1/24/2022|1314.58|||5314|In attesa scatto|9/26/2022
Y04289672||Facile|DDXB3AA2|1/24/2022|795.95|||1558|In attesa scatto|9/26/2022
Y04155422||Facile|BX9EBAAA|1/24/2022|2003.95|||7252|In attesa scatto|9/26/2022
Y04298492||Facile|H02B1T11|1/24/2022|249|||300|Scatto Bloccato|9/26/2022
Y04158162||Facile|H07H5GUT|1/24/2022|1197|||10400|In attesa scatto|9/26/2022
Y04297072||Facile|H02MTBML|1/24/2022|758.8|||5361|In attesa scatto|9/26/2022
Y04290362||Facile|G2WXDAAD|1/24/2022|3767|||11561|In attesa scatto|9/26/2022
Y04290022||Facile|BVLN4AA3|1/24/2022|349|||87778|In attesa scatto|9/26/2022
Y04290002||Facile|H009SLVU|1/24/2022|299|||12687|In attesa scatto|9/26/2022
Y04098892||Facile|AY2Z1AA1|1/24/2022|1098|||4830|Scatto Bloccato|9/26/2022
Y04292342||Facile|GRYGDAAB|1/24/2022|499|||4459|Scatto Bloccato|9/26/2022
Y04299152||Facile|H07HJVFF|1/24/2022|648|||12499|Scatto Bloccato|9/26/2022
Y04089752||Facile|H048A7JJ|1/24/2022|2485.95|||4765|In attesa scatto|9/26/2022
Y04292442||Facile|H06LXWTT|1/24/2022|798|||12498|Scatto Bloccato|9/26/2022
Y04236422||Facile|H0097H76|1/25/2022|1874|||5527|In attesa scatto|9/26/2022
Y04288152||Facile|EU64EAAE|1/25/2022|1096|||5332|In attesa scatto|9/26/2022
Y04229452||Facile|H07FTTXW|1/25/2022|6146|||12452|Scatto Bloccato|9/26/2022
Y04315592||Facile|H03RBJFE|1/25/2022|1285.55|||4868|In attesa scatto|9/26/2022
Y04322112||Facile|B9VNYAAX|1/25/2022|1042.41|||11692|In attesa scatto|9/26/2022
Y04322392||Facile|H07BPGSR|1/25/2022|599|||2292|Scatto Bloccato|9/26/2022
Y04156602||Facile|H07H4S10|1/25/2022|599|||11304|In attesa scatto|9/26/2022
Y04289802||Facile|DDDZRAAR|1/25/2022|2345|||4105|In attesa scatto|9/26/2022
Y04108692||Facile|H02BHNLK|1/25/2022|1100.65|||6901|In attesa scatto|9/26/2022
Y04099502||Facile|B91R0AAZ|1/25/2022|529|||12273|In attesa scatto|9/26/2022
Y04135132||Facile|ALFDJAAH|1/25/2022|2957.4|||9978|In attesa scatto|9/26/2022
Y04301122||Facile|H02P1NZY|1/25/2022|499|||1439|In attesa scatto|9/26/2022
Y04235482||Facile|H017YAJH|1/25/2022|2020.95|||3666|In attesa scatto|9/26/2022
Y03980622||Facile|H02FP366|1/26/2022|4350.9|||7339|Scatto Bloccato|9/26/2022
Y04231862||Facile|E5YK4AA3|1/25/2022|2300.9|||12572|In attesa scatto|9/26/2022
Y04287842||Facile|BW5E9AA8|1/25/2022|2365.2|||9274|In attesa scatto|9/26/2022
Y04301662||Facile|DHE8TAAT|1/25/2022|1371.5|||4105|In attesa scatto|9/26/2022
Y04159182||Facile|AK04YAAY|1/25/2022|3677|||2833|In attesa scatto|9/26/2022
Y04317722||Facile|B1J8DAAD|1/25/2022|4380.9|||10615|In attesa scatto|9/26/2022
Y04327832||Facile|ANSGBAAA|1/25/2022|1476.9|||1439|In attesa scatto|9/26/2022
Y04205872||Facile|H02AMM87|1/25/2022|1125|||9736|In attesa scatto|9/26/2022
Y04081852||Facile|ASVKMAAL|1/26/2022|4116.98|||8871|In attesa scatto|9/26/2022
Y04327312||Facile|B2WHLAAK|1/25/2022|3504.9|||9359|Scatto Bloccato|9/27/2022
Y04100842||Facile|BVLB5AA4|1/25/2022|1128|||12273|In attesa scatto|9/27/2022
Y04126072||Facile|H01JU5ZZ|1/25/2022|1361.7|||12989|In attesa scatto|9/27/2022
Y04293432||Facile|BESY6AA6|1/25/2022|848|||8422|In attesa scatto|9/27/2022
Y02501792||Facile|H064UTUU|10/21/2021|898|||11540|Scatto Bloccato|6/23/2022
Y07485020|3014338708|365|DX33FAAF|7/4/2022|1328|||9364|Accepted|6/23/2022
Y02427202||Facile|H06153LL|10/25/2021|399|||12107|Scatto Bloccato|6/25/2022
Y02396092||Facile|H02DUBNM|10/25/2021|3271.9|||4064|Scatto Bloccato|6/27/2022
Y02620392||Facile|H07GWP65|10/26/2021|1217|||12007|Scatto Bloccato|6/28/2022
Y02625482||Facile|H07DFKHG|10/26/2021|299|||8404|Scatto Bloccato|6/28/2022
Y02608422||Facile|H07GWL21|10/27/2021|299|||6040|Scatto Bloccato|6/29/2022
Y06768571|3014317061|Facile|DMNJ5AA4|5/18/2022|2700.01|||12150|Accepted|5/17/2022
Y06937620|3014322525|365|BW5A1AA0|5/27/2022|12069|||10961|Accepted|5/24/2022
Y07126231|3014331069|Facile|DZU2JAAJ|6/16/2022|9805.05|||12102|Accepted|6/3/2022
Y07219750|3014336290|365|EFL7MAAM|6/28/2022|36584|||12444|Accepted|6/9/2022
Y07224841|3014327656|Facile|E9X0BAAB|6/9/2022|399|||30250|Accepted|6/9/2022
Y02038932||Facile|EJXASAAR|10/8/2021|1098|||87693|Scatto Bloccato|6/10/2022
Y02266312||Facile|H07GV4UU|10/13/2021|329|||2826|Scatto Bloccato|6/15/2022
Y02243092||Facile|H011R955|10/13/2021|1298|||12526|Scatto Bloccato|6/15/2022
Y01854392||Facile|H0670F43|10/13/2021|898|||2311|Scatto Bloccato|6/15/2022
Y02232102||Facile|H07GV4PP|10/13/2021|4067|||12492|Scatto Bloccato|6/15/2022
Y02272992||Facile|H050B9NN|10/13/2021|299|||12272|Scatto Bloccato|6/15/2022
Y02600282||Facile|BNJGFAAE|10/25/2021|30|||0|Scatto Bloccato|8/26/2022
Y02625682||Facile|H07A0F32|10/26/2021|30|||0|Scatto Bloccato|8/27/2022
Y02659012||Facile|H07B0SUT|10/27/2021|119|||0|Scatto Bloccato|8/28/2022
Y02543512||Facile|H07GWN32|10/28/2021|3395|||11550|Scatto Bloccato|6/30/2022
Y02698172||Facile|H07GZDLK|10/28/2021|499|||12377|Scatto Bloccato|6/30/2022
Y07630861|3014337667|Facile|B9FWBAAB|6/30/2022|399|||30250|Accepted|6/30/2022
Y02672052||Facile|H06X7BLK|10/29/2021|1997|||12125|Scatto Bloccato|7/1/2022
Y01214052||Facile|EXZT4AA4|8/31/2021|1586|||12122|Scatto Bloccato|7/2/2022
Y07693161|3014339181|Facile|B8G90AA0|7/4/2022|499|||32217|Accepted|7/4/2022
Y07730881|3014339558|Facile|AU01PAAP|7/6/2022|599|||31618|Accepted|7/6/2022
Y07757080|3014343250|365|ETAN2AA1|7/13/2022|8430.61|||8523|Accepted|7/6/2022
Y07768810|3014342120|365|H015DDUT|7/12/2022|2669.94|||11130|Accepted|7/7/2022
Y02858622||Facile|H061KEAD|11/5/2021|299|||6559|Scatto Bloccato|7/8/2022
Y02913352||Facile|H06XKXDD|11/8/2021|1688|||2102|Scatto Bloccato|7/11/2022
Y02731782||Facile|H05SWTVV|11/8/2021|3046|||12109|Scatto Bloccato|7/11/2022
Y02942622||Facile|H07G1VUU|11/9/2021|30|||0|Scatto Bloccato|7/12/2022
Y02555222||Facile|H02NW0MM|11/9/2021|1098|||12505|Scatto Bloccato|7/12/2022
Y02979722||Facile|H07G1ZGG|11/10/2021|648|||9972|Scatto Bloccato|7/13/2022
Y03008752||Facile|H066P9MM|11/11/2021|1097|||10400|Scatto Bloccato|7/13/2022
Y03005122||Facile|H021KBED|11/11/2021|1547|||2543|Scatto Bloccato|7/14/2022
Y03001942||Facile|H006M5JJ|11/11/2021|898|||2100|Scatto Bloccato|7/14/2022
Y03012932||Facile|H07G11DD|11/11/2021|848|||12450|Scatto Bloccato|7/14/2022
Y02998782||Facile|H01K35FF|11/11/2021|1298|||3068|Scatto Bloccato|7/14/2022
Y07944971|3014343728|Facile|DVSK6AA5|7/14/2022|657.99|||31619|Accepted|7/14/2022
Y02845742||Facile|H057U4NN|11/15/2021|299|||5541|Scatto Bloccato|7/18/2022
Y03085602||Facile|H02PVAZY|11/15/2021|1847|||12569|Scatto Bloccato|7/18/2022
Y08027671|3014347014|Facile|DN072AA2|7/18/2022|1516|||32218|Accepted|7/18/2022
Y03111102||Facile|H03U2YSS|11/16/2021|3896|||12173|Scatto Bloccato|7/19/2022
Y03078762||Facile|DAJD6AA5|11/16/2021|872.9|||4452|Scatto Bloccato|7/19/2022
Y03136342||Facile|H07HB3A2|11/17/2021|648|||12109|Scatto Bloccato|7/20/2022
Y08089120|3014353740|365|EHM0MAAM|7/29/2022|20500|||56138|Accepted|7/20/2022
Y03163732||Facile|H04FYBBA|11/18/2021|1697|||12510|Scatto Bloccato|7/21/2022
Y08154350|3014348674|365|H02MYZGG|7/22/2022|199|||12989|Accepted|7/22/2022
Y08158890|3014416980|365|BXH5XAAX|12/30/2022|54500|||12261|Accepted|7/22/2022
Y02700342||Facile|H06B9YPP|11/24/2021|1994|||7877|Scatto Bloccato|7/27/2022
Y08262980|3014351643|365|H0608AGF|7/26/2022|399|||30221|Accepted|7/27/2022
Y03236682||Facile|H06A8Z88|11/29/2021|499|||87582|Scatto Bloccato|7/29/2022
Y03435822||Facile|H06UZ622|12/1/2021|1994|||12596|Scatto Bloccato|8/2/2022
Y02700312||Facile|H04V09HH|12/4/2021|2648|||8803|Scatto Bloccato|8/5/2022
Y02079312||Facile|B1YNGAAF|10/5/2021|779|||992|Scatto Bloccato|8/6/2022
Y03514572||Facile|H07H2PAP|12/10/2021|3418|||10028|Scatto Bloccato|8/7/2022
Y00901752||Facile|H018GRXW|12/7/2021|1702.9|||8496|Scatto Bloccato|8/8/2022
Y02701692||Facile|H06BJ7UU|12/7/2021|499|||12429|Scatto Bloccato|8/9/2022
Y03583612||Facile|H07H3NKJ|12/10/2021|1247|||3761|Scatto Bloccato|8/11/2022
Y03523922||Facile|H03TFJYX|12/13/2021|898|||12261|Scatto Bloccato|8/14/2022
Y02426162||Facile|DB7XFAAF|10/14/2021|1797|||992|Scatto Bloccato|8/15/2022
Y02340312||Facile|DTDH7AA6|10/15/2021|922|||992|Scatto Bloccato|8/16/2022
Y02201642||Facile|H064ZSSR|12/17/2021|499|||10425|Scatto Bloccato|8/19/2022
Y02503012||Facile|GKKP5AA4|10/21/2021|1248|||992|Scatto Bloccato|8/22/2022
Y03781242||Facile|H07HMRLK|12/22/2021|1359|||4459|Scatto Bloccato|8/23/2022
Y02695812||Facile|H03427A7|10/28/2021|30|||0|Scatto Bloccato|8/29/2022
Y03860052||Facile|H064UEUT|12/29/2021|2097|||60861|Scatto Bloccato|8/30/2022
Y03586132||Facile|ASFVMAAM|12/29/2021|1098|||12213|Scatto Bloccato|8/30/2022
Y03856352||Facile|H07EJ1PP|12/29/2021|1498|||60861|Scatto Bloccato|8/30/2022
Y03832892||Facile|H030THDB|12/29/2021|499|||12409|Scatto Bloccato|8/30/2022
Y03870362||Facile|DK97DAAD|12/30/2021|2398|||4354|Scatto Bloccato|8/31/2022
Y03875332||Facile|H016ZN65|12/31/2021|2148|||9002|Scatto Bloccato|9/1/2022
Y02876602||Facile|EKX20AA0|11/4/2021|199|||992|Scatto Bloccato|9/5/2022
Y02881222||Facile|H06U7RPN|11/5/2021|1396|||992|Scatto Bloccato|9/6/2022
Y02854982||Facile|GUTXEAAE|11/5/2021|349|||992|Scatto Bloccato|9/6/2022
Y02876422||Facile|H0027TDD|11/5/2021|429|||992|Scatto Bloccato|9/6/2022
Y03907882||Facile|H05FAY11|1/5/2022|1948|||11876|Scatto Bloccato|9/6/2022
Y03893312||Facile|FRAJ1AA0|1/7/2022|752.9|||6052|Scatto Bloccato|9/8/2022
Y03937392||Facile|H07AB3MM|1/8/2022|499|||12568|In attesa scatto|9/9/2022
Y02947432||Facile|H042VDZY|11/9/2021|349|||992|Scatto Bloccato|9/10/2022
Y02944022||Facile|H07FDLDB|11/9/2021|119|||0|Scatto Bloccato|9/10/2022
Y04329412||Facile|H01V00JJ|1/26/2022|3266|||10028|In attesa scatto|9/28/2022
Y04356952||Facile|F08A4AA3|1/26/2022|1278|||9644|In attesa scatto|9/28/2022
Y04300422||Facile|F6S0YAAY|1/26/2022|1897|||12414|Scatto Bloccato|9/28/2022
Y04328332||Facile|EPT77AA7|1/26/2022|769|||11917|In attesa scatto|9/28/2022
Y04359742||Facile|H07H5N43|1/26/2022|1417|||12598|Scatto Bloccato|9/28/2022
Y04360502||Facile|BA8XBAAB|1/26/2022|982.9|||10086|In attesa scatto|9/28/2022
Y04317972||Facile|H02PAXEE|1/26/2022|924|||9621|In attesa scatto|9/28/2022
Y04228912||Facile|B2496AA6|1/27/2022|3697|ANN||2607|Annullata|9/28/2022
Y04205492||Facile|AY8KSAAR|1/27/2022|3248|||11992|Scatto Bloccato|9/28/2022
Y04328722||Facile|DNPDMAAL|1/26/2022|1322.45|||12989|Scatto Bloccato|9/28/2022
Y04320032||Facile|H06Y0U00|1/26/2022|2897|||9943|Scatto Bloccato|9/28/2022
Y04228852||Facile|FANHVAAU|1/26/2022|334.17|||12125|In attesa scatto|9/28/2022
Y04352552||Facile|DU9BVAAU|1/26/2022|1098|||12236|In attesa scatto|9/28/2022
Y04279092||Facile|FS1KDAAB|1/26/2022|902.45|||9579|In attesa scatto|9/28/2022
Y04354192||Facile|H01NRHBA|1/26/2022|2740|||6444|In attesa scatto|9/28/2022
Y04039552||Facile|H06M61HH|1/26/2022|1098|||1012|Scatto Bloccato|9/28/2022
Y04352582||Facile|DGBHJAAH|1/26/2022|723.45|||2102|In attesa scatto|9/28/2022
Y04352982||Facile|FZNM9AA8|1/26/2022|1856.9|||2206|In attesa scatto|9/28/2022
Y04158082||Facile|DBNVXAAX|1/26/2022|3117|||11084|Scatto Bloccato|9/28/2022
Y04350772||Facile|AP52XAAX|1/26/2022|2291|||5142|In attesa scatto|9/28/2022
Y04301142||Facile|BT9FYAAX|1/26/2022|2181.45|||4091|In attesa scatto|9/28/2022
Y04092722||Facile|BM5BFAAE|1/26/2022|3718|||12011|In attesa scatto|9/28/2022
Y04193602||Facile|EGFFAAAE|1/26/2022|2347|||1076|Scatto Bloccato|9/28/2022
Y04201882||Facile|B0MX2AA2|1/26/2022|848|||8261|In attesa scatto|9/28/2022
Y04300772||Facile|H01VUTWW|1/26/2022|1326.8|||8621|In attesa scatto|9/28/2022
Y04060232||Facile|H02MSARP|1/26/2022|2171.8|||2917|In attesa scatto|9/28/2022
Y04352922||Facile|H03T1LBA|1/26/2022|1948|||11878|Scatto Bloccato|9/28/2022
Y04333952||Facile|H02A8NYX|1/26/2022|3047|||8523|Scatto Bloccato|9/28/2022
Y04134712||Facile|H05U8NJH|1/26/2022|1948|||5771|In attesa scatto|9/28/2022
Y04236452||Facile|H01AUBPN|1/26/2022|1948|||60869|Scatto Bloccato|9/28/2022
Y04292712||Facile|H0060199|1/26/2022|2699.95|||9569|In attesa scatto|9/28/2022
Y04348302||Facile|F77D0AAZ|1/26/2022|1098|||1076|In attesa scatto|9/28/2022
Y04234872||Facile|EAUG1AA0|1/26/2022|973.23|||12219|In attesa scatto|9/28/2022
Y04132932||Facile|H02PX855|1/26/2022|1798|||12554|In attesa scatto|9/28/2022
Y04325972||Facile|B8D2MAAM|1/26/2022|1398|||3693|In attesa scatto|9/28/2022
Y04222722||Facile|H05N6TJJ|1/26/2022|4455.9|||5332|Scatto Bloccato|9/28/2022
Y04196282||Facile|BZAM9AA8|1/26/2022|2728.85|||12009|In attesa scatto|9/28/2022
Y04333182||Facile|BVLSJAAH|1/26/2022|1297|||4202|In attesa scatto|9/28/2022
Y04358332||Facile|H043MTXW|1/26/2022|529|||12052|In attesa scatto|9/28/2022
Y04358262||Facile|H01ZBNAM|1/26/2022|1098|||12371|In attesa scatto|9/28/2022
Y04234732||Facile|BUSKGAAF|1/26/2022|1324.82|||12219|In attesa scatto|9/28/2022
Y04124032||Facile|H05T6YPP|1/26/2022|299|||5541|In attesa scatto|9/28/2022
Y04357602||Facile|B0RH1AA0|1/26/2022|4376.8|||8840|In attesa scatto|9/28/2022
Y04350572||Facile|H02MW4ZZ|1/26/2022|722.9|||7783|In attesa scatto|9/28/2022
Y04353412||Facile|EHUZFAAF|1/26/2022|2636.45|||12102|In attesa scatto|9/28/2022
Y04354002||Facile|H003SEWV|1/26/2022|2005.9|||2435|In attesa scatto|9/28/2022
Y04172302||Facile|B21Z3AA3|1/27/2022|1503|||5088|In attesa scatto|9/28/2022
Y04286872||Facile|H05BE0SS|1/27/2022|499|||12020|In attesa scatto|9/28/2022
Y04121562||Facile|BU2D2AA1|1/26/2022|900|||10058|In attesa scatto|9/28/2022
Y04163242||Facile|BYFS2AA1|1/26/2022|848|||1604|In attesa scatto|9/28/2022
Y04327012||Facile|H02179TT|1/26/2022|316.95|||9274|Scatto Bloccato|9/28/2022
Y04068872||Facile|FY565AA5|1/26/2022|2848|||11941|In attesa scatto|9/28/2022
