contratto_cod|codice_ordine_sap|tipo_contratto|codice_opec|data_firma|net_amount|causale_annullamento|data_annullamento|codice_agente|status_quote|creazione_dta
Y11671840||365|H061MXGG|1/24/2023|599|||56093|Accepted|1/24/2023
Y11671861||Facile|AY3JEAB9|1/24/2023|599|||32218|Bozza|1/24/2023
Y11672061||Facile|B8H50AA0|1/24/2023|1863|||12938|Bozza|1/24/2023
Y11671921||Facile|AP3EVAAU|1/24/2023|499|||32218|Bozza|1/24/2023
Y11671951||Facile|BVSR0AAZ|1/24/2023|648|||30110|Accepted|1/24/2023
Y11671971||Facile|G30EFAAE|1/24/2023|549.01|||31619|Accepted|1/24/2023
Y11671991||Facile|H0618ERP|1/24/2023|1558.6|||4626|Bozza|1/24/2023
Y11672020||365|BT64XAAX|1/24/2023|1078|||7290|Presentata|1/24/2023
Y11672011||Facile|H01LAGHG|1/24/2023|599|||32218|Accepted|1/24/2023
Y11672101||Facile|H01A3E65|1/24/2023|599|||13002|Presentata|1/24/2023
Y11672871||Facile|H01A3E65|1/24/2023|978|||13002|Presentata|1/24/2023
Y11672111||Facile|H001RGED|1/24/2023|1392.3|||12834|Presentata|1/24/2023
Y11672131||Facile|H05RFY11|1/24/2023|0|||12007|Bozza|1/24/2023
Y11672150||365|BKD8PAAP|1/24/2023|0|||8496|Bozza|1/24/2023
Y11672161||Facile|H0574HDB|1/24/2023|2806.35|ANN|1/24/2023|12447|Annullata|1/24/2023
Y11672200||365|H0618ERP|1/24/2023|1100|||4626|Bozza|1/24/2023
Y11672211||Facile|B7LKFAAE|1/24/2023|499|||32218|Bozza|1/24/2023
Y11672231||Facile|H011WVHH|1/24/2023|848|||32218|Verbal Order (VO) Registrato|1/24/2023
Y11672251||Facile|H06LK333|1/24/2023|2000|||10961|Bozza|1/24/2023
Y11672261||Facile|H033SEWV|1/24/2023|748.99|||32218|Verbal Order (VO) Registrato|1/24/2023
Y11672280||365|FXER3AA2|1/24/2023|399|||63078|Bozza|1/24/2023
Y11672291||Facile|H07S8SDB|1/24/2023|699|||12940|Bozza|1/24/2023
Y11672311||Facile|BYXNFAAE|1/24/2023|599|||13063|Bozza|1/24/2023
Y11672340||365|GKRGEAAD|1/24/2023|565|||63078|Bozza|1/24/2023
Y11672381||Facile|H004Y6DD|1/24/2023|898.99|||32218|Accepted|1/24/2023
Y11672441||Facile|H02JZJ10|1/24/2023|1961.1|||8191|Presentata|1/24/2023
Y11672501||Facile|H009NZVV|1/24/2023|499|||31619|Bozza|1/24/2023
Y11672531||Facile|H02X80NN|1/24/2023|675|||12860|Bozza|1/24/2023
Y11672561||Facile|H0574HDB|1/24/2023|3718.16|ANN|1/24/2023|12447|Annullata|1/24/2023
Y11672571||Facile|H069YM21|1/24/2023|2396.97|||10565|Accepted|1/24/2023
Y11672590||365|EGZLTAAS|1/24/2023|1030.96|||8404|Bozza|1/24/2023
Y11672631||Facile|ATJ7BAAB|1/24/2023|900|||8416|Presentata|1/24/2023
Y11672671||Facile|H07RXYLL|1/24/2023|5655|||4202|Bozza|1/24/2023
Y11672711||Facile|EWG28AA8|1/24/2023|2474|||10369|Bozza|1/24/2023
Y11672701||Facile|DMFG1AA0|1/24/2023|999.02|||32218|Bozza|1/24/2023
Y11672730||365|BT4HSAAR|1/24/2023|1548|||1642|Presentata|1/24/2023
Y11672791||Facile|H05TK0VV|1/24/2023|599|||12272|Accepted|1/24/2023
Y11672831||Facile|H01KTLTS|1/24/2023|1148|||12821|Presentata|1/24/2023
Y11672851||Facile|A46X9AA9|1/24/2023|1199|||1558|Accepted|1/24/2023
Y11672910||365|DU7XSAAS|1/24/2023|3098|||6559|Accepted|1/24/2023
Y11672941||Facile|AA5BBAAA|1/24/2023|9000.2|||6517|Bozza|1/24/2023
Y11672960||365|BDN4EAAE|1/24/2023|786.01|||63078|Bozza|1/24/2023
Y11672991||Facile|H02L6K10|1/24/2023|499|||31619|Bozza|1/24/2023
Y11673040||365|DAP2FAAF|1/24/2023|2580.02|||1025|Bozza|1/24/2023
Y11673051||Facile|H05EHX66|1/24/2023|299|||31619|Bozza|1/24/2023
Y11673070||365|EGZLTAAS|1/24/2023|951.63|||8404|Bozza|1/24/2023
Y11673081||Facile|H01A3E65|1/24/2023|999|||13002|Presentata|1/24/2023
Y11673111||Facile|H07GGTFE|1/24/2023|349|||31619|Bozza|1/24/2023
Y11673161||Facile|F1Y3MAAM|1/24/2023|1199|||12325|Accepted|1/24/2023
Y11673260||365|EZKZBAAB|1/24/2023|25|||8594|Bozza|1/24/2023
Y11673200||365|AX0YKAAK|1/24/2023|599|||30250|Accepted|1/24/2023
Y11673220||365|BZ7KKAAJ|1/24/2023|8900|||2547|Bozza|1/24/2023
Y11673290||365|A8GMXAAW|1/24/2023|1561|||5178|Accepted|1/24/2023
Y11673370||365|H050YNED|1/24/2023|832|||63078|Bozza|1/24/2023
Y11673391||Facile|H004Y0TT|1/24/2023|349|||30250|Accepted|1/24/2023
Y11673571||Facile|AUW6YAAY|1/24/2023|649.02|||32817|Bozza|1/24/2023
Y11673420||365|BKZ5XAAX|1/24/2023|0|||505|Accepted|1/24/2023
Y11673441||Facile|H0049F0Z|1/24/2023|529|||31619|Bozza|1/24/2023
Y11673470||365|DD9F8AA7|1/24/2023|3847|||1642|Presentata|1/24/2023
Y11673481||Facile|H01PF700|1/24/2023|2338|||13001|Bozza|1/24/2023
Y11673801||Facile|AKT5GAAG|1/24/2023|1038|||30110|Accepted|1/24/2023
Y11673551||Facile|H01MMBUT|1/24/2023|649|||30110|Accepted|1/24/2023
Y11673581||Facile|AWZJ7AA6|1/24/2023|349|||30110|Bozza|1/24/2023
Y04300432||Facile|H07H46HH|1/24/2022|4.99|||300|Scatto Bloccato|1/24/2023
Y11673661||Facile|H01KTLTS|1/24/2023|1199|||12821|Presentata|1/24/2023
Y11673681||Facile|H01NGT43|1/24/2023|399|||31816|Accepted|1/24/2023
Y11673700||365|F4EFVAAU|1/24/2023|3400|||5238|In Firma Cartacea|1/24/2023
Y11673720||365|FG9SXAAW|1/24/2023|199|||63078|Bozza|1/24/2023
Y11673740||365|GXDS7AA6|1/24/2023|424|||63078|Bozza|1/24/2023
Y11673760||365|F56YDAAD|1/24/2023|3996.96|||7104|Accepted|1/24/2023
Y11673771||Facile|FADSWAAV|1/24/2023|499|||31619|Bozza|1/24/2023
Y11673791||Facile|G3NX2AA2|1/24/2023|699|||31812|Accepted|1/24/2023
Y11673811||Facile|H0716UEE|1/24/2023|599|||12309|Accepted|1/24/2023
Y11673841||Facile|H07F76SS|1/24/2023|1948|||12932|Bozza|1/24/2023
Y11673851||Facile|H06BMLAK|1/24/2023|1163.3|||12566|Accepted|1/24/2023
Y11674251||Facile|H05AD2MM|1/24/2023|2649|||4626|Bozza|1/24/2023
Y11673891||Facile|GFF78AA8|1/24/2023|599|||3068|Accepted|1/24/2023
Y11673901||Facile|AMYYHAAH|1/24/2023|399|||31817|Accepted|1/24/2023
Y11674141||Facile|H05MGG54|1/24/2023|399|||31816|Accepted|1/24/2023
Y11674641||Facile|H06TYABA|1/24/2023|999|||12920|Bozza|1/24/2023
Y11673920||365|FG9SXAAW|1/24/2023|449|||63078|Bozza|1/24/2023
Y11673931||Facile|BVE75AA5|1/24/2023|1029|||30110|Bozza|1/24/2023
Y11673940||365|EG25AAA5|1/24/2023|199|||30250|Accepted|1/24/2023
Y11673961||Facile|G4Y7TAAT|1/24/2023|899|||8294|In Firma Cartacea|1/24/2023
Y11673980||365|H05AD2MM|1/24/2023|1799|||4626|Bozza|1/24/2023
Y11674011||Facile|H07F76SS|1/24/2023|999|||12932|Bozza|1/24/2023
Y11674031||Facile|DFDWGAAG|1/24/2023|7498|||8005|Accepted|1/24/2023
Y11674051||Facile|H05N0LHG|1/24/2023|2020.45|||12916|Bozza|1/24/2023
Y11674061||Facile|H07XGHRP|1/24/2023|1393.2|||12854|Bozza|1/24/2023
Y11674080||365|H02WP4ZZ|1/24/2023|299|||5361|In Firma Cartacea|1/24/2023
Y11674091||Facile|BZRT1AA0|1/24/2023|499|||31619|Bozza|1/24/2023
Y11674101||Facile|H07F76SS|1/24/2023|1499|||12932|Bozza|1/24/2023
Y11674111||Facile|AD8FVAAU|1/24/2023|1299|||32218|Verbal Order (VO) Registrato|1/24/2023
Y11674131||Facile|B2KLXAAW|1/24/2023|1604.18|||3693|Bozza|1/24/2023
Y11674171||Facile|H00379LL|1/24/2023|1273|||32218|Bozza|1/24/2023
Y11674181||Facile|AV2LHAAG|1/24/2023|799|||31619|Bozza|1/24/2023
Y11674210||365|FX4P7AA6|1/24/2023|985.01|||7235|Accepted|1/24/2023
Y11674201||Facile|EN82EAAE|1/24/2023|799|||32218|Bozza|1/24/2023
Y11674221||Facile|H065KUYY|1/24/2023|1768.11|||12893|Bozza|1/24/2023
Y11674231||Facile|H07TZXVV|1/24/2023|1048|||12847|Bozza|1/24/2023
Y11674270||365|DD9F8AA7|1/24/2023|3247|||1642|Bozza|1/24/2023
Y11674281||Facile|B9DS2AA1|1/24/2023|499|||31619|Bozza|1/24/2023
Y11674300||365|BP9GAAAG|1/24/2023|1705.95|||7252|Bozza|1/24/2023
Y11674321||Facile|H05RFY11|1/24/2023|3409.21|||12007|Bozza|1/24/2023
Y11674331||Facile|H07JNPLK|1/24/2023|1548|||2051|Bozza|1/24/2023
Y11674341||Facile|AS1FNAAM|1/24/2023|775|||30110|Accepted|1/24/2023
Y11674351||Facile|H01PX8KK|1/24/2023|4037.4|||10807|Bozza|1/24/2023
Y11674360||365|ADX9YAAY|1/24/2023|299.01|||30250|Accepted|1/24/2023
Y11674380||365|B8D2MAAM|1/24/2023|1485|||3693|Bozza|1/24/2023
Y11674401||Facile|FNH6WAAW|1/24/2023|2826|||4202|In Firma Cartacea|1/24/2023
Y11674411||Facile|H02STYSS|1/24/2023|449.01|||32218|Verbal Order (VO) Registrato|1/24/2023
Y11674421||Facile|GZ01HAAH|1/24/2023|2000|||32218|Verbal Order (VO) Registrato|1/24/2023
Y11674440||365|H002K600|1/24/2023|2776.97|||4452|Bozza|1/24/2023
Y11674451||Facile|D9TWZAAZ|1/24/2023|1863.3|||48073|Bozza|1/24/2023
Y11674470||365|H05ANEUT|1/24/2023|1064.09|||10089|Accepted|1/24/2023
Y11674501||Facile|H018TJ65|1/24/2023|1098|||8496|Bozza|1/24/2023
Y11674491||Facile|H04D6NWV|1/24/2023|0|||300|Accepted|1/24/2023
Y11674521||Facile|B221JAAJ|1/24/2023|2097|||4830|Bozza|1/24/2023
Y11674541||Facile|A4V30AA0|1/24/2023|4463.33|||12729|Bozza|1/24/2023
Y11674551||Facile|FYZK6AA5|1/24/2023|1480.5|||1732|Bozza|1/24/2023
Y11674570||365|H03M3L76|1/24/2023|649.5|||12113|Bozza|1/24/2023
Y11674581||Facile|H06Z4V77|1/24/2023|399|||32218|Verbal Order (VO) Registrato|1/24/2023
Y11674601||Facile|H06NE4UU|1/24/2023|948|||12605|Bozza|1/24/2023
Y11674611||Facile|H02XRG21|1/24/2023|1548|||1479|Bozza|1/24/2023
Y11674621||Facile|B8533AA3|1/24/2023|529|||32218|Bozza|1/24/2023
Y11674650||365|BW138AA8|1/24/2023|599|||63078|Bozza|1/24/2023
Y11674671||Facile|H06TV2ZZ|1/24/2023|758|||2076|Bozza|1/24/2023
Y11674681||Facile|H0065H87|1/24/2023|700|||30110|Accepted|1/24/2023
Y11674710||365|BV0A1AA0|1/24/2023|299|||30250|Accepted|1/24/2023
Y11674721||Facile|H07R8733|1/24/2023|599|||12920|Bozza|1/24/2023
Y10076940|3014425120|365|BHEGMAAL|1/23/2023|918.4|||9274|Accepted|11/3/2022
Y05768882||Facile|H05ET0LL|3/29/2022|1198|||9972|Scatto Bloccato|11/29/2022
Y05759872||Facile|H07H6SAS|3/29/2022|599|||2826|Scatto Bloccato|11/29/2022
Y05479842||Facile|H05X8EBA|3/29/2022|948|||12680|Scatto Bloccato|11/29/2022
Y05764552||Facile|H030YHXW|3/29/2022|599|||11540|In attesa scatto|11/29/2022
Y05770012||Facile|H04SMVWW|3/29/2022|675|||12414|Scatto Bloccato|11/29/2022
Y05713952||Facile|H04JJZSS|3/29/2022|3047|||2206|Scatto Bloccato|11/29/2022
Y05712092||Facile|H0594KLK|3/29/2022|948|||7339|Scatto Bloccato|11/29/2022
Y05769342||Facile|B3XH1AA0|3/29/2022|1648|||12706|Scatto Bloccato|11/29/2022
Y05742872||Facile|A39NPAAN|3/30/2022|599|||6679|Scatto Bloccato|11/29/2022
Y05769132||Facile|H07DL4YY|3/29/2022|948|||12498|Scatto Bloccato|11/29/2022
Y04693212||Facile|H02JFGJH|3/30/2022|599|||60835|Scatto Bloccato|11/29/2022
Y11674730||365|B0923AA3|1/24/2023|349|||30221|Accepted|1/24/2023
Y11674741||Facile|H05FDKHG|1/24/2023|400|||32218|In Firma Cartacea|1/24/2023
Y11674760||365|DK7PEAAD|1/24/2023|862.7|||1626|Bozza|1/24/2023
Y11674771||Facile|H02DKRRP|1/24/2023|399|||30110|Accepted|1/24/2023
Y11674790||365|H01ZU1PP|1/24/2023|1333|||9346|Bozza|1/24/2023
Y11674810||365|H01MNW55|1/24/2023|1076.04|||8404|Bozza|1/24/2023
Y11674821||Facile|B0PDGAAF|1/24/2023|680|||31619|Accepted|1/24/2023
Y11674831||Facile|H06T9GGF|1/24/2023|599|||32218|Verbal Order (VO) Registrato|1/24/2023
Y11674841||Facile|GR40YAAY|1/24/2023|499|||32218|Bozza|1/24/2023
Y11674860||365|H004KL65|1/24/2023|851.01|||63078|Bozza|1/24/2023
Y11674871||Facile|ABWGFAAE|1/24/2023|2000|||32218|Bozza|1/24/2023
Y11674881||Facile|EYYMKAAJ|1/24/2023|399|||30110|Accepted|1/24/2023
Y11674891||Facile|FMXLJAAH|1/24/2023|699|||32218|Verbal Order (VO) Registrato|1/24/2023
Y11674911||Facile|B210KAAK|1/24/2023|1378.12|||12338|Bozza|1/24/2023
Y11674930||365|BM3HMAAL|1/24/2023|3352.45|||7252|In Firma Cartacea|1/24/2023
Y11674951||Facile|H07FG277|1/24/2023|503.16|||7054|Bozza|1/24/2023
Y11674981||Facile|H07VARYX|1/24/2023|6324.5|||4830|Bozza|1/24/2023
Y11674991||Facile|D9TWZAAZ|1/24/2023|2822.46|||48073|Bozza|1/24/2023
Y11675001||Facile|EPMGGAAF|1/24/2023|299|||30221|Accepted|1/24/2023
Y11675020||365|FN5MDAAB|1/24/2023|523|||63078|Bozza|1/24/2023
Y11675040||365|AVWT8AA8|1/24/2023|1063|||12173|In Firma|1/24/2023
Y11675051||Facile|GRYZPAAP|1/24/2023|409|||30190|Accepted|1/24/2023
Y11675061||Facile|H053RRFE|1/24/2023|499|||31619|Bozza|1/24/2023
Y11675071||Facile|H017T4UU|1/24/2023|0|||300|Accepted|1/24/2023
Y11675201||Facile|BVNXHAAH|1/24/2023|4169|||12102|Bozza|1/24/2023
Y11675101||Facile|BN244AA4|1/24/2023|1198.05|||5314|In Firma Cartacea|1/24/2023
Y11675111||Facile|BU7EFAAE|1/24/2023|298.99|||37002|Accepted|1/24/2023
Y11675121||Facile|H008H6MM|1/24/2023|599|||31619|Accepted|1/24/2023
Y11675130||365|H017N5VV|1/24/2023|1680|||30221|Bozza|1/24/2023
Y11675141||Facile|H05U5A43|1/24/2023|1671|||8803|Bozza|1/24/2023
Y11675151||Facile|H01BP4RR|1/24/2023|499|||32218|Bozza|1/24/2023
Y11675171||Facile|H01HRK98|1/24/2023|1861.5|||11304|Bozza|1/24/2023
Y11675190||365|BZ7KKAAJ|1/24/2023|8898.91|||2547|Bozza|1/24/2023
Y11675221||Facile|H07A2KFE|1/24/2023|499|||8404|Bozza|1/24/2023
Y11675241||Facile|BV5Z0AA0|1/24/2023|1897|||12526|Accepted|1/24/2023
Y11675251||Facile|B24Z7AA7|1/24/2023|747.99|||31815|Accepted|1/24/2023
Y11675261||Facile|H01BTNKJ|1/24/2023|2320.66|||12494|Bozza|1/24/2023
Y11675280||365|H05AD2MM|1/24/2023|0|||4626|Bozza|1/24/2023
Y11675300||365|E51RGAAF|1/24/2023|2002|||7849|Presentata|1/24/2023
Y11675311||Facile|H0710AGF|1/24/2023|557.07|||8943|Accepted|1/24/2023
Y11675321||Facile|H0705T44|1/24/2023|943.2|||7992|Bozza|1/24/2023
Y11675341||Facile|GKJ51AA1|1/24/2023|1349|||12241|Bozza|1/24/2023
Y11675351||Facile|H07T65UU|1/24/2023|0|||300|Accepted|1/24/2023
Y11675361||Facile|DB0RTAAS|1/24/2023|499|||31619|Bozza|1/24/2023
Y11675371||Facile|H05MUE98|1/24/2023|499|||31619|Bozza|1/24/2023
Y11675381||Facile|DKG6GAAG|1/24/2023|499|||31619|Bozza|1/24/2023
Y11675400||365|AWDUSAAS|1/24/2023|8215|||11491|Bozza|1/24/2023
Y11675451||Facile|E9RM2AA1|1/24/2023|898|||37004|Accepted|1/24/2023
Y11675481||Facile|B44T7AA7|1/24/2023|1386.06|||4219|Bozza|1/24/2023
Y11675491||Facile|H07GUTVV|1/24/2023|499|||31619|Bozza|1/24/2023
Y11675510||365|B10BTAAS|1/24/2023|90|||63078|Bozza|1/24/2023
Y11675520||365|B5RLUAAT|1/24/2023|499|||500|Bozza|1/24/2023
Y11675541||Facile|H07H5NDB|1/24/2023|1077.19|||5314|In Firma Cartacea|1/24/2023
Y11675560||365|B8ESAAAR|1/24/2023|12499.89|||1300|Bozza|1/24/2023
Y11675580||365|BKD8PAAP|1/24/2023|799|||8496|Bozza|1/24/2023
Y11675600||365|H05S2EPN|1/24/2023|732.01|||7783|In Firma|1/24/2023
Y11675611||Facile|H07PKW55|1/25/2023|599|||2076|Bozza|1/24/2023
Y11675621||Facile|H0646BNM|1/24/2023|399|||30190|Accepted|1/24/2023
Y11675641||Facile|H06WR088|1/24/2023|2463|||2505|Bozza|1/24/2023
Y11675651||Facile|H0716UFF|1/24/2023|0|||300|Accepted|1/24/2023
Y11675661||Facile|AR39AAB9|1/24/2023|349|||30190|Bozza|1/24/2023
Y11675680||365|H05AN4DD|1/24/2023|699|||5872|Bozza|1/24/2023
Y11675710||365|AR39AAB9|1/24/2023|349|||30190|Bozza|1/24/2023
Y11675720||365|B10BTAAS|1/24/2023|290|||63078|Bozza|1/24/2023
Y11675741||Facile|H05Z2499|1/24/2023|727.56|||5541|Bozza|1/24/2023
Y11675751||Facile|H07PKW55|1/25/2023|599|||2076|Bozza|1/24/2023
Y11675781||Facile|H064P6SS|1/24/2023|2398|||6040|Bozza|1/24/2023
Y11675790||365|H04TS2UU|1/24/2023|0|||32214|Bozza|1/24/2023
Y11675801||Facile|A0K90AA0|1/24/2023|799|||30110|Bozza|1/24/2023
Y11675820||365|H06KZXRR|1/24/2023|1649|||1732|Bozza|1/24/2023
Y11675851||Facile|FFWJBAAA|1/24/2023|1198|||4491|Bozza|1/24/2023
Y11675880||365|H06KZXRR|1/24/2023|2093|||1732|Bozza|1/24/2023
Y05786922||Facile|H03N9Y00|3/30/2022|948|||12229|Scatto Bloccato|11/30/2022
Y05577512||Facile|BALRAAAP|3/30/2022|1839.95|||47038|In attesa scatto|11/30/2022
Y05714572||Facile|H06YTW11|3/30/2022|599|||60861|Scatto Bloccato|11/30/2022
Y05740952||Facile|DM9P4AA3|3/30/2022|1489|||12371|Scatto Bloccato|11/30/2022
Y05785772||Facile|H07JL4BB|3/30/2022|599|||9989|Scatto Bloccato|11/30/2022
Y05765202||Facile|H067MN32|3/30/2022|625.95|||12545|Scatto Bloccato|11/30/2022
Y05787692||Facile|H07H79TT|3/30/2022|599|||11655|Scatto Bloccato|11/30/2022
Y05793282||Facile|H0009JDB|3/30/2022|948|||12607|In attesa scatto|11/30/2022
Y05498512||Facile|ED33DAAD|3/30/2022|599|||87582|Scatto Bloccato|11/30/2022
Y05792442||Facile|H07JMRED|3/30/2022|599|||12726|Scatto Bloccato|11/30/2022
Y05791452||Facile|H0080RRP|3/30/2022|599|||12543|Scatto Bloccato|11/30/2022
Y05765002||Facile|H01K1MWV|3/30/2022|649|||60865|Scatto Bloccato|11/30/2022
Y05795422||Facile|H07EHGHG|3/30/2022|1198|||60823|In attesa scatto|11/30/2022
Y05771092||Facile|H07JMFSR|3/30/2022|6046|||2939|Scatto Bloccato|11/30/2022
Y05767002||Facile|DLWYGAAG|3/30/2022|599|||2917|Scatto Bloccato|11/30/2022
Y05757822||Facile|BH6PEAAD|3/30/2022|939.16|||60830|Scatto Bloccato|11/30/2022
Y05734912||Facile|AJJG5AA4|3/30/2022|599|||60845|Scatto Bloccato|11/30/2022
Y05771572||Facile|H0687HHG|3/31/2022|699|||2721|In attesa scatto|11/30/2022
Y05358842||Facile|H0618AFE|3/30/2022|5496|||9736|Scatto Bloccato|11/30/2022
Y05791332||Facile|H04KJ1VV|3/30/2022|1198|||8025|Scatto Bloccato|11/30/2022
Y05793652||Facile|AXL45AA5|3/30/2022|1198|||5361|Scatto Bloccato|11/30/2022
Y05795402||Facile|H0620844|3/30/2022|1198|||60861|In attesa scatto|11/30/2022
Y04841162||Facile|H06S2P98|3/30/2022|1198|||10885|Scatto Bloccato|11/30/2022
Y05784792||Facile|H01H8M21|3/30/2022|2504|||12019|Scatto Bloccato|11/30/2022
Y05785792||Facile|H0561F21|3/30/2022|1317|||10807|Scatto Bloccato|11/30/2022
Y05389302||Facile|H03WUR0Z|3/30/2022|1571|||10058|Scatto Bloccato|11/30/2022
Y05789722||Facile|F1WH6AA5|3/30/2022|599|||1558|Scatto Bloccato|11/30/2022
Y05795472||Facile|H020BEVU|3/31/2022|599|||11030|Scatto Bloccato|11/30/2022
Y05785212||Facile|H06SNMHG|3/30/2022|978|||9569|Scatto Bloccato|11/30/2022
Y05771932||Facile|H0296LBA|3/30/2022|599|||11655|Scatto Bloccato|11/30/2022
Y05514852||Facile|H01AGZUU|3/30/2022|599|||9370|In attesa scatto|11/30/2022
Y05310362||Facile|H06BYXJJ|3/30/2022|948|||11550|Scatto Bloccato|11/30/2022
Y05595322||Facile|EUKBBAAA|3/31/2022|599|||12555|Scatto Bloccato|11/30/2022
Y05816302||Facile|DLHHFAAE|3/31/2022|599|||56138|Scatto Bloccato|12/1/2022
Y05812202||Facile|H06R5UWW|3/31/2022|599|||2100|Scatto Bloccato|12/1/2022
Y05817952||Facile|H015LW66|3/31/2022|599|||8404|Scatto Bloccato|12/1/2022
Y05819712||Facile|H06WKHUT|3/31/2022|948|||6846|Scatto Bloccato|12/1/2022
Y05633582||Facile|DADV6AA6|3/31/2022|864|||12895|Scatto Bloccato|12/1/2022
Y05809812||Facile|BRM4HAAH|3/31/2022|948|||11941|Scatto Bloccato|12/1/2022
Y05089382||Facile|F9AHAAAG|3/31/2022|824|||2577|Scatto Bloccato|12/1/2022
Y05499652||Facile|H02Y7FML|3/31/2022|1198|||12214|Scatto Bloccato|12/1/2022
Y05813892||Facile|H03RDNLK|3/31/2022|1247|||7339|Scatto Bloccato|12/1/2022
Y05816622||Facile|H0668K54|3/31/2022|599|706|4/19/2022|12241|Scatto Bloccato|12/1/2022
Y05330272||Facile|GA2J9AA8|3/31/2022|1232.3|||3469|In attesa scatto|12/1/2022
Y05819432||Facile|H014RAML|3/31/2022|2918|||10086|Scatto Bloccato|12/1/2022
Y05821382||Facile|H04F6WUU|3/31/2022|948|||12727|Scatto Bloccato|12/1/2022
Y05787052||Facile|GGH5SAAS|4/6/2022|1198|||6610|Scatto Bloccato|12/1/2022
Y05656572||Facile|H07BUSPN|3/31/2022|7247|||11429|Scatto Bloccato|12/1/2022
Y05576372||Facile|EE7HLAAK|3/31/2022|599|||8005|Scatto Bloccato|12/1/2022
Y05820832||Facile|H05Z7E10|3/31/2022|948|||8404|In attesa scatto|12/1/2022
Y05820542||Facile|H0648E87|3/31/2022|599|||12134|Scatto Bloccato|12/1/2022
Y05812132||Facile|H07H46DD|3/31/2022|599|||7783|Scatto Bloccato|12/1/2022
Y05821642||Facile|H02DE2GG|3/31/2022|1496|||5872|Scatto Bloccato|12/1/2022
Y05820842||Facile|GPW80AA0|3/31/2022|699|||12452|Scatto Bloccato|12/1/2022
Y05782872||Facile|H018P7WW|3/31/2022|599|||9579|In attesa scatto|12/1/2022
Y05818002||Facile|H07JMZ88|3/31/2022|948|||4337|Scatto Bloccato|12/1/2022
Y05790602||Facile|FSJ1TAAT|3/31/2022|625.95|||3613|Scatto Bloccato|12/1/2022
Y05791022||Facile|H05SJWSS|3/31/2022|1198|||11798|Scatto Bloccato|12/1/2022
Y05811602||Facile|H02MAFED|3/31/2022|948|||11726|In attesa scatto|12/1/2022
Y05792072||Facile|BH3VGAAG|3/31/2022|720.4|||12155|Scatto Bloccato|12/1/2022
Y05791832||Facile|E2VJ2AA1|3/31/2022|625.95|||10097|Scatto Bloccato|12/1/2022
Y05770242||Facile|B9Z7ZAAZ|3/31/2022|2904.9|||11893|Scatto Bloccato|12/1/2022
Y05798352||Facile|H069RXDD|3/31/2022|599|||2822|Scatto Bloccato|12/1/2022
Y05788572||Facile|H0603AFE|3/31/2022|5147|||12630|Scatto Bloccato|12/1/2022
Y05820262||Facile|H02D2D65|3/31/2022|599|||10038|Scatto Bloccato|12/1/2022
Y05795282||Facile|H07FY166|3/31/2022|1198|||9008|Scatto Bloccato|12/1/2022
Y05809462||Facile|A9RRYAAX|3/31/2022|948|||6559|Scatto Bloccato|12/1/2022
Y05810852||Facile|H05SXZ88|3/31/2022|599|||9346|Scatto Bloccato|12/1/2022
Y05551982||Facile|H04MJ6A5|3/31/2022|599|||3666|In attesa scatto|12/1/2022
Y05810932||Facile|D2WXWAAW|3/31/2022|948|||10016|Scatto Bloccato|12/1/2022
Y05810912||Facile|H05LV4WW|3/31/2022|948|||9972|Scatto Bloccato|12/1/2022
Y05811042||Facile|H01HNB76|3/31/2022|599|||3851|Scatto Bloccato|12/1/2022
Y04299992||Facile|H0030JLK|3/31/2022|848|||12554|Scatto Bloccato|12/1/2022
Y05196172||Facile|DULN5AA4|3/31/2022|948|||60861|Scatto Bloccato|12/1/2022
Y05763762||Facile|H0685M87|3/31/2022|948|||11612|Scatto Bloccato|12/1/2022
Y05701762||Facile|H06EW7MM|3/31/2022|599|||1121|Scatto Bloccato|12/1/2022
Y05763372||Facile|BHH9HAAH|3/31/2022|599|||60865|Scatto Bloccato|12/1/2022
Y05794112||Facile|B4NWSAAS|3/31/2022|1224.95|||12155|Scatto Bloccato|12/1/2022
Y05795132||Facile|H010UEBA|3/31/2022|599|||12273|Scatto Bloccato|12/1/2022
Y05771282||Facile|H04LP9TT|3/31/2022|948|||60823|Scatto Bloccato|12/1/2022
Y05314062||Facile|FYKHWAAV|3/31/2022|599|||12912|Scatto Bloccato|12/1/2022
Y05763782||Facile|H028FM43|3/31/2022|1152|||5142|Scatto Bloccato|12/1/2022
Y05349682||Facile|B5UV9AA9|3/31/2022|1067|||10369|Scatto Bloccato|12/1/2022
Y05614542||Facile|H05UV8A8|3/31/2022|599|||9346|In attesa scatto|12/1/2022
Y05812502||Facile|H07JMZXX|3/31/2022|599|||12892|Scatto Bloccato|12/1/2022
Y05820872||Facile|H04NTTZY|3/31/2022|599|||6097|Scatto Bloccato|12/1/2022
Y05820042||Facile|H05LUXRR|3/31/2022|978|||7877|Scatto Bloccato|12/1/2022
Y05633932||Facile|H02RRJ98|3/31/2022|725.99|||12173|Scatto Bloccato|12/1/2022
Y05457952||Facile|EURY9AA9|3/31/2022|1198|||12804|Scatto Bloccato|12/1/2022
Y05789922||Facile|GLGJVAAU|3/31/2022|948|||6846|Scatto Bloccato|12/1/2022
Y05812072||Facile|H008L3JJ|3/31/2022|948|||8261|Scatto Bloccato|12/1/2022
