contratto_cod|codice_ordine_sap|tipo_contratto|codice_opec|data_firma|net_amount|causale_annullamento|data_annullamento|codice_agente|status_quote|creazione_dta
Y05550952||Facile|H05MJFTS|3/30/2022|1198|||10807|Scatto Bloccato|11/30/2022
Y05378532||Facile|H0198KVU|3/30/2022|5748|||3732|Scatto Bloccato|11/30/2022
Y05748122||Facile|H07B3W00|3/30/2022|1098|||11130|Scatto Bloccato|11/30/2022
Y05789242||Facile|H02T3P10|3/30/2022|379|||8496|Scatto Bloccato|11/30/2022
Y05420052||Facile|H0196977|3/30/2022|1048|||10369|In attesa scatto|11/30/2022
Y05786282||Facile|H011Z4DD|3/30/2022|599|||1604|Scatto Bloccato|11/30/2022
Y05766142||Facile|DHDYAAAX|3/30/2022|599|||7252|Scatto Bloccato|11/30/2022
Y05782822||Facile|H01NWZVV|3/30/2022|948|||60865|Scatto Bloccato|11/30/2022
Y05764232||Facile|H060UYGG|3/30/2022|748|||11141|Scatto Bloccato|11/30/2022
Y05766632||Facile|FZ741AA1|3/30/2022|948|||1732|Scatto Bloccato|11/30/2022
Y05621802||Facile|H02DUJBA|3/30/2022|948|||12834|In attesa scatto|11/30/2022
Y05597882||Facile|H02Z3TRR|3/30/2022|1499|||12700|Scatto Bloccato|11/30/2022
Y05788202||Facile|H07GEU44|3/30/2022|599|||9008|Scatto Bloccato|11/30/2022
Y05789272||Facile|H06TM9UU|3/30/2022|599|||11739|Scatto Bloccato|11/30/2022
Y05790442||Facile|GX7JXAAW|3/30/2022|1198|||1300|Scatto Bloccato|11/30/2022
Y05771922||Facile|DL5K3AA2|3/30/2022|7945|||2822|Scatto Bloccato|11/30/2022
Y05770172||Facile|FF3S7AA6|3/30/2022|629|||2018|Scatto Bloccato|11/30/2022
Y05788772||Facile|H01S7UWW|3/30/2022|978|||6241|In attesa scatto|11/30/2022
Y05761502||Facile|BDB26AA6|3/30/2022|5664.8|||2206|Scatto Bloccato|11/30/2022
Y05766232||Facile|H07JMBVU|3/30/2022|625.95|||12545|Scatto Bloccato|11/30/2022
Y05598232||Facile|H0685W77|3/30/2022|1598|||12444|Scatto Bloccato|11/30/2022
Y05699162||Facile|EP4GZAAY|3/30/2022|625.95|||12834|Scatto Bloccato|11/30/2022
Y05710202||Facile|DFR7FAAF|3/30/2022|3313.3|||6284|Scatto Bloccato|11/30/2022
Y05740542||Facile|BZ6VXAAX|3/30/2022|2593|||3613|Scatto Bloccato|11/30/2022
Y05654172||Facile|H048JFHG|3/30/2022|2727|||9364|Scatto Bloccato|11/30/2022
Y05787942||Facile|H05U7NAN|3/30/2022|1947|||9274|Scatto Bloccato|11/30/2022
Y05761222||Facile|H0168TGG|3/30/2022|948|||60869|In attesa scatto|11/30/2022
Y05764972||Facile|GREAYAAX|3/30/2022|1598|||12166|Scatto Bloccato|11/30/2022
Y05662232||Facile|H063MGLK|3/30/2022|1499|||11877|Scatto Bloccato|11/30/2022
Y05788012||Facile|H052E8YY|3/30/2022|599|||60861|Scatto Bloccato|11/30/2022
Y05193922||Facile|AM8BBAAA|3/30/2022|2647|||12338|Scatto Bloccato|11/30/2022
Y05713992||Facile|H01GEVUU|3/30/2022|948|||2721|Scatto Bloccato|11/30/2022
Y05771412||Facile|H01TTEWV|3/30/2022|829|||9545|Scatto Bloccato|11/30/2022
Y10705731|3014406068|Facile|D5WNKAAJ|11/30/2022|1148|||31619|Accepted|11/30/2022
Y05602692||Facile|DFJXZAAZ|3/31/2022|948|||3238|Scatto Bloccato|12/1/2022
Y05191282||Facile|B927FAAF|3/31/2022|1198|||3693|Scatto Bloccato|12/1/2022
Y05633452||Facile|BZJNWAAV|3/31/2022|2944.95|||12555|Scatto Bloccato|12/1/2022
Y05734932||Facile|H06832FF|3/31/2022|599|||12499|Scatto Bloccato|12/1/2022
Y05794562||Facile|H06AYNFE|3/31/2022|599|||12545|Scatto Bloccato|12/1/2022
Y05794542||Facile|FW8LJAB9|3/31/2022|625.95|||10097|Scatto Bloccato|12/1/2022
Y05545102||Facile|H06K85EE|3/31/2022|1198|||12346|In attesa scatto|12/1/2022
Y05789202||Facile|H06ZZKYX|3/31/2022|728|||11621|Scatto Bloccato|12/1/2022
Y05770682||Facile|H014XA65|3/31/2022|978|||4405|Scatto Bloccato|12/1/2022
Y05816832||Facile|H07JMZ33|3/31/2022|379|||12856|Scatto Bloccato|12/1/2022
Y05499272||Facile|H07GA0WW|3/31/2022|728|||12052|Scatto Bloccato|12/1/2022
Y05792602||Facile|H01BM155|4/11/2022|2927|||9364|Scatto Bloccato|12/1/2022
Y05818222||Facile|H07JMZ77|3/31/2022|948|||4337|Scatto Bloccato|12/1/2022
Y05819782||Facile|H018HT32|3/31/2022|290|||6444|Scatto Bloccato|12/1/2022
Y05811902||Facile|GXD0MAAM|3/31/2022|3299.95|||7235|In attesa scatto|12/1/2022
Y05821782||Facile|H06Z03MM|3/31/2022|948|||12109|Scatto Bloccato|12/1/2022
Y05771592||Facile|H07E86GG|3/31/2022|2597|||12123|Scatto Bloccato|12/1/2022
Y05819562||Facile|E9LW9AA9|3/31/2022|653.45|||11726|In attesa scatto|12/1/2022
Y05812302||Facile|F2J5HAAH|3/31/2022|1083|||56206|Scatto Bloccato|12/1/2022
Y05319972||Facile|GDW0WAAW|3/31/2022|999|||3469|Scatto Bloccato|12/1/2022
Y05813262||Facile|H06185UU|3/31/2022|948|||12109|Scatto Bloccato|12/1/2022
Y05816122||Facile|H02VD2NN|3/31/2022|599|||11621|Scatto Bloccato|12/1/2022
Y05814382||Facile|H065KWAV|3/31/2022|1597|||6444|Scatto Bloccato|12/1/2022
Y05757752||Facile|H066RZ55|3/31/2022|1598|||12850|Scatto Bloccato|12/1/2022
Y05817402||Facile|H06G1YWW|3/31/2022|1198|||12911|Scatto Bloccato|12/1/2022
Y05821402||Facile|H01KJ2VV|3/31/2022|1598|||12557|Scatto Bloccato|12/1/2022
Y05796492||Facile|H07JMRGF|3/31/2022|599|||12912|Scatto Bloccato|12/1/2022
Y05818762||Facile|H067ZXKK|3/31/2022|599|||1121|In attesa scatto|12/1/2022
Y05790662||Facile|H01MTN21|3/31/2022|948|||12936|Scatto Bloccato|12/1/2022
Y05468022||Facile|H02E1ZZZ|4/1/2022|948|||9373|Scatto Bloccato|12/2/2022
Y05833172||Facile|H06A1N87|4/1/2022|2597|||10879|Scatto Bloccato|12/2/2022
Y05312502||Facile|BXFP7AA6|4/26/2022|1212.99|||12272|Scatto Bloccato|12/2/2022
Y10819851|3014411819|Facile|H07LET21|12/15/2022|2498|||12484|Accepted|12/6/2022
Y10844861|3014411273|Facile|H009W7DD|12/14/2022|1265.56|||3469|Accepted|12/7/2022
Y10879240|3014409663|365|G4NVSAAS|12/9/2022|1198|||30221|Accepted|12/9/2022
Y04031362||Facile|F3L55AA5|1/12/2022|848|||992|Scatto Bloccato|12/13/2022
Y10941140|3014410761|365|FA45VAAV|12/13/2022|599|||30221|Accepted|12/13/2022
Y10968650|3014411475|365|H06AUMYX|12/14/2022|198.99|||30221|Accepted|12/14/2022
Y10989010|3014412406|365|H018A4DD|12/15/2022|299|||30221|Accepted|12/15/2022
Y11020101|3014412941|Facile|H002KZHH|12/16/2022|1999|||31619|Accepted|12/16/2022
Y06175992||Facile|FFFDRAAP|4/21/2022|747|||1508|Scatto Bloccato|12/22/2022
Y06175292||Facile|E1ZXUAAU|4/21/2022|2098|||12726|Scatto Bloccato|12/22/2022
Y06199652||Facile|H01MTHHG|4/21/2022|1572.5|||12125|Scatto Bloccato|12/22/2022
Y06170752||Facile|H05U52MM|4/21/2022|599|||12594|Scatto Bloccato|12/22/2022
Y06155452||Facile|H06PF000|4/21/2022|999|||56146|In attesa scatto|12/22/2022
Y06206802||Facile|BNP4NAAN|4/21/2022|2743|||12241|Scatto Bloccato|12/22/2022
Y05950292||Facile|GXNRGAAF|4/26/2022|999|||10009|Scatto Bloccato|12/22/2022
Y06171022||Facile|BUSAUAAT|4/21/2022|2395|||9545|Scatto Bloccato|12/22/2022
Y06178202||Facile|B00WRAAR|4/21/2022|1598|||3666|Scatto Bloccato|12/22/2022
Y05939042||Facile|B1G3WAAW|4/21/2022|3746|||11084|Scatto Bloccato|12/22/2022
Y05865012||Facile|H02PNS54|4/21/2022|1198|||10077|Scatto Bloccato|12/22/2022
Y06175172||Facile|D0D75AA5|4/21/2022|4297|||11739|Scatto Bloccato|12/22/2022
Y06072922||Facile|H06DP2FF|4/21/2022|1571|||12553|Scatto Bloccato|12/22/2022
Y06205342||Facile|H07BPAED|4/21/2022|599|||10318|Scatto Bloccato|12/22/2022
Y06204222||Facile|D2775AA5|4/21/2022|2458.35|||9949|In attesa scatto|12/22/2022
Y06199432||Facile|H07B24SS|4/21/2022|1713|||8840|In attesa scatto|12/22/2022
Y06171632||Facile|BJX35AA5|4/21/2022|1202.9|||2620|Scatto Bloccato|12/22/2022
Y06171972||Facile|BT9P9AA8|4/21/2022|1827|||2620|Scatto Bloccato|12/22/2022
Y06202032||Facile|H03WH2DD|4/21/2022|948|||11726|Scatto Bloccato|12/22/2022
Y06199822||Facile|EL4NTAAS|4/21/2022|1198|||11157|Scatto Bloccato|12/22/2022
Y06036182||Facile|BVVKWAAV|4/21/2022|1797|||5771|In attesa scatto|12/22/2022
Y05880632||Facile|BXER9AA8|4/21/2022|1064.51|||5361|In attesa scatto|12/22/2022
Y06116892||Facile|AZ43VAAV|4/21/2022|1224.95|||1076|Scatto Bloccato|12/22/2022
Y06205072||Facile|E2ZJHAAG|4/21/2022|1004.95|||10034|Scatto Bloccato|12/22/2022
Y06196802||Facile|H07FM155|4/20/2022|0|||300|Scatto Bloccato|12/22/2022
Y06199162||Facile|EJNFVAAU|4/21/2022|648|||10782|Scatto Bloccato|12/22/2022
Y06200752||Facile|H03VVEVU|4/21/2022|2048|||10187|Scatto Bloccato|12/22/2022
Y06057372||Facile|BHRN6AA5|4/21/2022|1294|||60872|Scatto Bloccato|12/22/2022
Y06207882||Facile|H06N2344|4/21/2022|2552.98|||11692|Scatto Bloccato|12/22/2022
Y06175032||Facile|FVHRTAAS|4/21/2022|978|||7877|In attesa scatto|12/22/2022
Y06208262||Facile|H07EJZMM|4/21/2022|978|||10016|Scatto Bloccato|12/22/2022
Y06040622||Facile|H02SELKJ|4/21/2022|3083|||10807|Scatto Bloccato|12/22/2022
Y06161542||Facile|H01AJVWW|4/21/2022|625.95|||1642|Scatto Bloccato|12/22/2022
Y06212092||Facile|EL75HAB9|4/21/2022|599|||60861|Scatto Bloccato|12/22/2022
Y06150022||Facile|F45SHAAG|4/21/2022|9623.5|||2041|Scatto Bloccato|12/22/2022
Y05911712||Facile|F2XDGAAF|4/21/2022|1228|||1439|Scatto Bloccato|12/22/2022
Y06192512||Facile|H04A7KFE|4/21/2022|1031.9|||1439|Scatto Bloccato|12/22/2022
Y06211672||Facile|H07H7ZMM|4/21/2022|3645|||11550|Scatto Bloccato|12/22/2022
Y06097552||Facile|DFJUHAAH|4/21/2022|1198|||10424|In attesa scatto|12/22/2022
Y05889342||Facile|A3VZ6AA6|4/21/2022|1224.95|||11612|Scatto Bloccato|12/22/2022
Y06208852||Facile|H0502U00|4/21/2022|599|||1076|Scatto Bloccato|12/22/2022
Y06207842||Facile|H05XV9BB|4/21/2022|2776|||11626|Scatto Bloccato|12/22/2022
Y06040052||Facile|B13NYAAX|4/21/2022|1198|||1439|Scatto Bloccato|12/22/2022
Y06148142||Facile|B95MEAAD|4/22/2022|2227|||12435|In attesa scatto|12/22/2022
Y06180912||Facile|H057TGGF|4/21/2022|748|||11141|Scatto Bloccato|12/22/2022
Y06178672||Facile|EZSH6AA5|4/21/2022|3429|||2900|Scatto Bloccato|12/22/2022
Y06205642||Facile|H06UTJGF|4/21/2022|948|||2609|In attesa scatto|12/22/2022
Y06087052||Facile|H05R9PJH|4/21/2022|1974|||6444|Scatto Bloccato|12/22/2022
Y06150602||Facile|H01HBJRP|4/21/2022|968|||4452|Scatto Bloccato|12/22/2022
Y06167502||Facile|B9M9SAAS|4/21/2022|4663.92|||8871|Scatto Bloccato|12/22/2022
Y06172532||Facile|BN3T1AA1|4/21/2022|1895|||12939|In attesa scatto|12/22/2022
Y06176682||Facile|H01XARED|4/21/2022|2597|||11815|Scatto Bloccato|12/22/2022
Y06148312||Facile|B89WRAAR|4/21/2022|1847|||6815|Scatto Bloccato|12/22/2022
Y06159172||Facile|H06TWBUT|4/21/2022|1198|||6444|Scatto Bloccato|12/22/2022
Y06197222||Facile|BYPRSAAR|4/21/2022|1489|||12020|Scatto Bloccato|12/22/2022
Y06023512||Facile|BEZ74AA4|4/22/2022|5348|||12102|In attesa scatto|12/22/2022
Y05974002||Facile|H07JM733|4/22/2022|2698|||1300|Scatto Bloccato|12/22/2022
Y06147952||Facile|H02Y9X55|4/21/2022|794|||5527|In attesa scatto|12/22/2022
Y05937162||Facile|DEXHSAB9|4/21/2022|4503.8|||5088|Scatto Bloccato|12/22/2022
Y06205162||Facile|B8DKGAAF|4/21/2022|2280.9|||12490|Scatto Bloccato|12/22/2022
Y06207352||Facile|H07JN4TT|4/21/2022|1797|||11876|Scatto Bloccato|12/22/2022
Y06199502||Facile|AYTBNAAM|4/21/2022|2227|||5541|Scatto Bloccato|12/22/2022
Y06195172||Facile|H006U5BB|4/21/2022|1198|||12135|Scatto Bloccato|12/22/2022
Y08809781|3014363122|Facile|H02TUA54|9/9/2022|429|||31618|Accepted|9/9/2022
Y08813390|3014369195|365|BWD76AA6|9/21/2022|4259.65|||9361|Accepted|9/9/2022
Y08815051|3014363306|Facile|DSBBEAAD|9/9/2022|1898.99|||32817|Accepted|9/9/2022
Y08816511|3014365312|Facile|DEY27AA7|9/14/2022|1026.4|||5178|Accepted|9/9/2022
Y08849211|3014363956|Facile|EHGD1AA0|9/12/2022|1998.97|||31619|Accepted|9/12/2022
Y08851751|3014363982|Facile|H02DVAML|9/12/2022|399|||31618|Accepted|9/12/2022
Y08875611|3014364896|Facile|H061SKKJ|9/13/2022|349|||31618|Accepted|9/13/2022
Y08876181|3014364956|Facile|H062L8SS|9/13/2022|399|||31618|Accepted|9/13/2022
Y08878581|3014364649|Facile|ARHH3AA2|9/13/2022|399|||32217|Accepted|9/13/2022
Y08883471|3014365605|Facile|DA0U8AA8|9/13/2022|399|||31618|Accepted|9/13/2022
Y08883710|3014370606|365|BX2BXAAW|9/23/2022|3000.15|||9545|Accepted|9/13/2022
Y08885221|3014365613|Facile|ETV98AA8|9/13/2022|299|||31618|Accepted|9/13/2022
Y08885290|3014365136|365|AFP3JAAJ|9/13/2022|899|||32818|Accepted|9/13/2022
Y03978982||Facile|A71ADAAB|1/12/2022|2000.9|||2042|Scatto Bloccato|9/13/2022
Y04000312||Facile|B496LAAL|1/12/2022|1366|||5771|Scatto Bloccato|9/13/2022
Y04012882||Facile|AEHFXAAW|1/12/2022|808.7|||5314|Scatto Bloccato|9/13/2022
Y03954562||Facile|BLGLYAAX|1/13/2022|1591.9|||12009|Scatto Bloccato|9/13/2022
Y04014602||Facile|BKPZ2AA2|1/13/2022|3875|||1056|Scatto Bloccato|9/13/2022
Y08910201|3014365269|Facile|B77KPAAN|9/13/2022|399|||30250|Accepted|9/14/2022
Y08912810|3014365388|365|B2HHTAAS|9/13/2022|399|||30250|Accepted|9/14/2022
Y03997602||Facile|BSB83AA3|1/13/2022|1495.9|||6901|Scatto Bloccato|9/14/2022
Y04012592||Facile|AGPNZAAY|1/13/2022|3913|||5300|Scatto Bloccato|9/14/2022
Y04000272||Facile|H068FFLK|1/13/2022|1449.55|||8871|Scatto Bloccato|9/14/2022
Y04030592||Facile|H02W3NGF|1/13/2022|1098|||6444|Scatto Bloccato|9/14/2022
Y04029402||Facile|G3VNFAAE|1/13/2022|1128|||1056|Scatto Bloccato|9/14/2022
Y04033142||Facile|EMZNFAAE|1/13/2022|2387.45|||10615|Scatto Bloccato|9/14/2022
Y03984952||Facile|H060MKHG|1/13/2022|2347|||9644|Scatto Bloccato|9/14/2022
Y03997782||Facile|G5BF7AA6|1/13/2022|2881|||5314|Scatto Bloccato|9/14/2022
Y04034432||Facile|DD071AA1|1/13/2022|769|||9346|Scatto Bloccato|9/14/2022
Y03998732||Facile|GT6ZJAAJ|1/13/2022|1128|||9579|Scatto Bloccato|9/14/2022
Y04009352||Facile|B4YJ0AAZ|1/13/2022|1145|||5527|Scatto Bloccato|9/14/2022
Y04013062||Facile|AUPG0AAZ|1/13/2022|2707.9|||2435|Scatto Bloccato|9/14/2022
Y04040382||Facile|H05AVNKJ|1/13/2022|299|||11560|Scatto Bloccato|9/14/2022
Y04011732||Facile|H02M5RKJ|1/13/2022|2328|||6241|Scatto Bloccato|9/14/2022
Y04032382||Facile|H07H4577|1/13/2022|648|||11124|Scatto Bloccato|9/14/2022
Y04027782||Facile|E9Z52AA2|1/13/2022|2350.9|||4438|Scatto Bloccato|9/14/2022
Y03982132||Facile|DNWZJAAJ|1/13/2022|1094.95|||12989|Scatto Bloccato|9/14/2022
Y03998462||Facile|H05VK511|1/13/2022|848|||10879|Scatto Bloccato|9/14/2022
Y03998252||Facile|BW5PBAAA|1/14/2022|2027.85|||6901|Scatto Bloccato|9/14/2022
Y03822412||Facile|H010UVFF|1/13/2022|898|||11327|Scatto Bloccato|9/14/2022
Y04032192||Facile|H06J3GHG|1/13/2022|898|||2311|Scatto Bloccato|9/14/2022
Y04030782||Facile|GE4ZTAAT|1/13/2022|349|||87545|Scatto Bloccato|9/14/2022
Y04003982||Facile|H0112DLK|1/13/2022|2527|||6444|Scatto Bloccato|9/14/2022
Y03927002||Facile|EU1SHAAG|1/14/2022|848|||12608|Scatto Bloccato|9/14/2022
Y03927572||Facile|FB509AA9|1/13/2022|2698|||6444|Scatto Bloccato|9/15/2022
Y08934500|3014366060|365|E98EPAAN|9/15/2022|3498|||11710|Accepted|9/15/2022
Y08934671|3014370674|Facile|H01DWUKK|9/23/2022|3676|||12523|Accepted|9/15/2022
Y08941461|3014366191|Facile|DMGR4AA3|9/14/2022|674|||30110|Accepted|9/15/2022
Y08941611|3014366046|Facile|H01HGPHG|9/14/2022|499|||30190|Accepted|9/15/2022
Y04038272||Facile|ESNAWAAV|1/14/2022|2374|||8508|Scatto Bloccato|9/15/2022
Y03958802||Facile|FA96WABA|1/14/2022|1298|||11304|Scatto Bloccato|9/15/2022
Y03942452||Facile|H02PGZDD|1/14/2022|2932.17|||11876|Scatto Bloccato|9/15/2022
Y04062492||Facile|A0G31AA1|1/14/2022|4145|||6097|Scatto Bloccato|9/15/2022
Y03895002||Facile|H04GYWGG|1/14/2022|1647|||12210|Scatto Bloccato|9/15/2022
Y04056782||Facile|H01PX8KK|1/14/2022|3463.55|||10807|Scatto Bloccato|9/15/2022
Y04038432||Facile|EGDYYAAY|1/14/2022|10037.95|||4105|Scatto Bloccato|9/15/2022
Y03952272||Facile|H016XYGG|1/14/2022|2117|||7877|Scatto Bloccato|9/15/2022
Y04062112||Facile|H05PDR65|1/14/2022|1917|||6444|Scatto Bloccato|9/15/2022
Y04006002||Facile|G1EYUAAU|1/14/2022|449|||9621|Scatto Bloccato|9/15/2022
Y04070602||Facile|H05SR1DD|1/14/2022|648|||9621|Scatto Bloccato|9/15/2022
Y03970112||Facile|H02MZPED|1/14/2022|4668|||11130|Scatto Bloccato|9/15/2022
Y03973502||Facile|DB40LAAL|1/14/2022|848|||10885|Scatto Bloccato|9/15/2022
Y04059052||Facile|GVGUGAAG|1/14/2022|1455.9|||6559|Scatto Bloccato|9/15/2022
Y04061832||Facile|H017F166|1/14/2022|2247|||11943|Scatto Bloccato|9/15/2022
Y04069272||Facile|F6L7LAAL|1/14/2022|1181.9|||8945|Scatto Bloccato|9/15/2022
Y03935482||Facile|EHGF2AA1|1/14/2022|723.45|||1530|Scatto Bloccato|9/15/2022
Y04057612||Facile|E123MAAM|1/14/2022|1124.95|||12543|Scatto Bloccato|9/15/2022
Y03952172||Facile|H016XYGG|1/14/2022|7447|||7877|Scatto Bloccato|9/15/2022
Y04062332||Facile|H0024T00|1/14/2022|1648|||11157|Scatto Bloccato|9/15/2022
Y04040522||Facile|A91U5AA5|1/14/2022|990|||12989|Scatto Bloccato|9/15/2022
Y04055862||Facile|DESL7AA6|1/14/2022|1313|||12630|Scatto Bloccato|9/15/2022
Y04056342||Facile|H06P2ZRR|1/14/2022|2327|||2609|Scatto Bloccato|9/15/2022
Y04054842||Facile|DKTSUAAT|1/14/2022|2775.9|||1424|Scatto Bloccato|9/15/2022
Y03998862||Facile|DDFSHAAG|1/14/2022|2106.75|||8871|Scatto Bloccato|9/15/2022
Y08966880|3014385536|365|ASKBVAAU|10/21/2022|1259.2|||10869|Accepted|9/16/2022
Y08991251|3014367173|Facile|B40ZUAAU|9/15/2022|499|||30190|Accepted|9/17/2022
Y03905002||Facile|E825XAAX|1/17/2022|2097|||7877|Scatto Bloccato|9/18/2022
Y09007911|3014367303|Facile|DMGYUAAU|9/19/2022|249.01|||31618|Accepted|9/19/2022
Y09009921|3014369219|Facile|H03V7ZMM|9/21/2022|249.01|||32217|Accepted|9/19/2022
Y09010091|3014367606|Facile|ERE3LAAL|9/19/2022|499|||32217|Accepted|9/19/2022
Y09010101|3014367411|Facile|AN1L1ABA|9/16/2022|555|||30190|Accepted|9/19/2022
Y09014501|3014367917|Facile|F9LS1AA0|9/19/2022|279|||31618|Accepted|9/19/2022
Y09014861|3014367655|Facile|GDU0DAB9|9/19/2022|349|||31618|Accepted|9/19/2022
Y09017591|3014369220|Facile|BJK79AA9|9/19/2022|249.01|||31618|Accepted|9/19/2022
Y09017950|3014367785|365|DDK98AA8|9/16/2022|199|||30190|Accepted|9/19/2022
Y09018570|3014375336|365|H0592WDD|10/5/2022|2929.93|||7849|Accepted|9/19/2022
Y04000522||Facile|H069JYVV|1/18/2022|1841.55|||8871|Scatto Bloccato|9/19/2022
Y04002012||Facile|H02HLH21|1/18/2022|1088|||1439|Scatto Bloccato|9/19/2022
Y04130292||Facile|BUAL1AA0|1/18/2022|3747|||8874|In attesa scatto|9/19/2022
Y04100502||Facile|DESADAAB|1/18/2022|1128|||9359|Scatto Bloccato|9/19/2022
Y04130072||Facile|BUAL1AA0|1/18/2022|977.69|||8874|In attesa scatto|9/19/2022
Y09038881|3014368002|Facile|H03VV8YY|9/17/2022|199|||30250|Accepted|9/20/2022
Y09039761|3014374526|Facile|EUDS4AA3|9/29/2022|999|||32218|Accepted|9/20/2022
Y09041991|3014368365|Facile|G31YSAAS|9/20/2022|399|||32217|Accepted|9/20/2022
Y09044511|3014368248|Facile|AAS6YAAY|9/19/2022|1199|||30190|Accepted|9/20/2022
Y09049030|3014374000|365|BXAY9AA9|9/30/2022|2650.25|||12009|Accepted|9/20/2022
Y09051591|3014368941|Facile|H07A39PP|9/20/2022|399|||31618|Accepted|9/20/2022
Y09073361|3014369228|Facile|H05633ZZ|9/21/2022|499|||32217|Accepted|9/21/2022
Y09078281|3014369666|Facile|D43E8AA7|9/21/2022|299|||32217|Accepted|9/21/2022
Y09081651|3014369674|Facile|AYXAMAAL|9/21/2022|629|||31619|Accepted|9/21/2022
Y09101171|3014369689|Facile|GE89FAAF|9/21/2022|998.02|||30110|Accepted|9/22/2022
Y09103151|3014369824|Facile|H011E8MM|9/22/2022|249.01|||31618|Accepted|9/22/2022
Y09104670|3014370230|365|EPFV1AA1|9/21/2022|329|||30190|Accepted|9/22/2022
Y09105671|3014369900|Facile|H07D3VJJ|9/22/2022|299|||31618|Accepted|9/22/2022
Y09133850|3014370757|365|FKZVEAAE|9/23/2022|1098|||12272|Accepted|9/23/2022
Y09135881|3014370629|Facile|FHBVSAAS|9/23/2022|2000|||32218|Accepted|9/23/2022
Y09135611|3014370568|Facile|FULSSAAR|9/23/2022|698|||32817|Accepted|9/23/2022
Y09135651|3014370734|Facile|FYW6AAA6|9/23/2022|429|||31618|Accepted|9/23/2022
Y09137331|3014370857|Facile|BVZTUAAU|9/23/2022|599|||32217|Accepted|9/23/2022
Y04237922||Facile|DNEMRAB9|1/24/2022|1994|||10369|Scatto Bloccato|9/23/2022
Y09174800|3014371438|365|BN56YAAY|9/26/2022|3117|||11168|Accepted|9/26/2022
Y09175171|3014371370|Facile|AWTWAAAW|9/26/2022|599|||32217|Accepted|9/26/2022
Y09175591|3014371297|Facile|B517HAAH|9/26/2022|399|||30190|Accepted|9/26/2022
Y09176500|3014371522|365|GK4VRAAR|9/23/2022|249.01|||32210|Accepted|9/26/2022
Y09177301|3014371551|Facile|H0358BVU|9/26/2022|736.25|||2011|Accepted|9/26/2022
Y09177311|3014371329|Facile|D7EWLAAL|9/26/2022|368|||32818|Accepted|9/26/2022
Y09179241|3014371557|Facile|B5XRNAB9|9/26/2022|799|||32217|Accepted|9/26/2022
Y09180421|3014371467|Facile|AXME8AA7|9/26/2022|2246.08|||7913|Accepted|9/26/2022
Y09182341|3014371479|Facile|EUR40AA0|9/26/2022|320|||30190|Accepted|9/26/2022
Y09185851|3014371849|Facile|H0064HRP|9/26/2022|349|||31618|Accepted|9/26/2022
Y09215431|3014372147|Facile|F80T4AA4|9/27/2022|199|||30190|Accepted|9/27/2022
Y09216450|3014372191|365|D0LTPAAN|9/22/2022|299|||30250|Accepted|9/27/2022
Y09219680|3014374324|365|EBTX8AA8|9/30/2022|9051.5|||6815|Accepted|9/27/2022
Y09244381|3014374223|Facile|FL14YAAY|9/28/2022|1799|||32218|Accepted|9/28/2022
Y09246890|3014374910|365|GJAU3AA3|10/4/2022|1586|||1300|Accepted|9/28/2022
Y09248521|3014373335|Facile|H016K9FF|9/28/2022|249.01|||31618|Accepted|9/28/2022
Y09253881|3014373352|Facile|E61R6AA5|9/28/2022|799|||32819|Accepted|9/28/2022
Y09273070|3014378274|365|DBR17AA7|10/11/2022|3298.89|||2175|Accepted|9/29/2022
Y09299500|3014374050|365|BD2RTAAS|9/30/2022|290|||1508|Accepted|9/30/2022
Y09330340|3014374589|365|H02NV777|10/3/2022|2538.88|||7235|Accepted|10/3/2022
Y09330470|3014376651|365|H01MJH98|10/7/2022|1798|||10625|Accepted|10/3/2022
Y09330870|3014375406|365|DE2S7AA6|10/5/2022|11258|||10961|Accepted|10/3/2022
Y09331261|3014374914|Facile|B1TP1AA0|10/4/2022|3251.3|||4626|Accepted|10/3/2022
Y09332281|3014374839|Facile|GUDVHAAH|10/3/2022|699|||32218|Accepted|10/3/2022
Y09333131|3014378536|Facile|BVTDUAAT|10/11/2022|3916.3|||12102|Accepted|10/3/2022
Y09333581|3014383978|Facile|B7GJRAAP|10/20/2022|3042|||32218|Accepted|10/3/2022
Y09333761|3014414936|Facile|AXD5FAAF|12/22/2022|2406.28|||8025|Accepted|10/3/2022
Y09334341|3014375628|Facile|BHASZAAY|10/5/2022|998.99|||32218|Accepted|10/3/2022
Y09334681|3014374793|Facile|AAM4JAAJ|10/3/2022|899|||30190|Accepted|10/3/2022
Y09337481|3014374753|Facile|FAH3ZAAZ|10/3/2022|1198|||8261|Accepted|10/3/2022
Y09338731|3014374681|Facile|AUEPUAAT|10/3/2022|479|||30190|Accepted|10/3/2022
Y09353810|3014374852|365|A2MKTAAS|10/4/2022|2460.96|||10089|Accepted|10/4/2022
Y09356301|3014375069|Facile|DYBS3AA2|10/4/2022|599|||32218|Accepted|10/4/2022
Y09356491|3014382565|Facile|A1S5RAB9|10/18/2022|2547|||31619|Accepted|10/4/2022
Y09356620|3014375154|365|H01HFAZY|10/4/2022|7327|||6444|Accepted|10/4/2022
Y09357961|3014376776|Facile|AW5JXAAW|10/7/2022|6293.75|||9060|Accepted|10/4/2022
Y09358381|3014375156|Facile|H0045PVU|10/4/2022|300|||32218|Accepted|10/4/2022
