contratto_cod|numero_annuncio|list_total|contracted_price|total_discount|data_attivazione|data_fine_prestazione|product_code|quantity|causale_annullamento|data_annullamento|status_item|creazione_dta
Y11552600|5|109.87|109.87|0|||GODB|1|||R|1/18/2023
Y11552600|6|4.61|4.61|0|||REPL|1|||R|1/18/2023
Y11552600|7|40.53|40.53|0|||CRMCO|1|||R|1/18/2023
Y11552600|10|199|199|0|||AWE|1|||R|1/23/2023
Y11552600|11|3500|3500|0|||AWCR|35|||R|1/23/2023
Y11552600|22|1395|425|0|||FTES 8x10|1|||R|1/23/2023
Y11556750|2|329|329|0|1/23/2023|1/23/2024|SGE|1|||R|1/18/2023
Y11556750|3|170|170|0|1/23/2023|1/23/2024|GODB|1|||R|1/18/2023
Y11556750|4|150|150|0|1/23/2023|1/23/2024|VIS|3|||R|1/18/2023
Y11556750|5|215|215|0|1/23/2023|1/23/2024|PLCP|1|||R|1/18/2023
Y11556750|6|1299|1299|0|1/23/2023|2/29/2024|ADVNE|1|||R|1/18/2023
Y11556750|7|199|199|0|||AWE|1|||R|1/18/2023
Y11556750|8|800|800|0|||AWCR|8|||R|1/18/2023
Y11557881|9|49|30.87|0|||TESTO|1|||R|1/18/2023
Y11557881|3|299.1|299.1|0|1/23/2023|2/12/2024|SGBAS|1|||R|1/18/2023
Y11557881|4|144.89|144.89|0|1/23/2023|2/12/2024|SBE|1|||R|1/18/2023
Y11557881|5|109.87|109.87|0|1/23/2023|2/12/2024|GODB|1|||R|1/18/2023
Y11557881|6|4.61|4.61|0|1/23/2023|1/23/2024|REPL|1|||R|1/18/2023
Y11557881|7|40.53|40.53|0|||CRMCO|1|||R|1/18/2023
Y11557881|8|76|76|0|1/23/2023|1/23/2024|FUOP|1|||R|1/18/2023
Y11559231|3|299.1|299.1|0|1/20/2023|1/20/2024|SGBAS|1|||R|1/18/2023
Y11559231|4|144.89|144.89|0|1/20/2023|1/20/2024|SBE|1|||R|1/18/2023
Y11559231|5|109.87|109.87|0|1/23/2023|1/23/2024|GODB|1|||R|1/18/2023
Y11559231|6|4.61|4.61|0|1/23/2023|1/23/2024|REPL|1|||R|1/18/2023
Y11559231|7|40.53|40.53|0|1/20/2023|1/20/2024|CRMCO|1|||R|1/18/2023
Y11559961|2|329|329|0|1/23/2023|3/15/2024|SGE|1|||R|1/18/2023
Y11559961|3|170|170|0|1/23/2023|3/15/2024|GODB|1|||R|1/18/2023
Y11559961|5|599|359.4|0|1/23/2023|4/20/2024|MSE|1|||R|1/18/2023
Y11559961|6|49|30.38|0|||TESTO|1|||R|1/18/2023
Y11559961|4|300|300|0|1/23/2023|1/23/2024|VIS|6|||R|1/18/2023
Y11560131|3|299.1|269.19|29.91|||SGBAS|1|||R|1/18/2023
Y11560131|4|144.89|130.4|14.49|||SBE|1|||R|1/18/2023
Y11560131|5|109.87|98.88|10.99|||GODB|1|||R|1/18/2023
Y11560131|6|4.61|4.15|0.46|||REPL|1|||R|1/18/2023
Y11560131|7|40.53|36.48|4.05|||CRMCO|1|||R|1/18/2023
Y11560131|8|774|696.6|77.4|||PSOC2|1|||R|1/23/2023
Y11560131|9|225|202.5|22.5|||BOOS2|1|||R|1/23/2023
Y11560231|10|50|50|0|||BDSK|1|||R|1/18/2023
Y11575501|3|331.52|321.18|10.34|1/23/2023|7/18/2024|SGSTD|1|||R|1/19/2023
Y11575501|4|149.35|144.69|4.66|1/23/2023|4/27/2024|SBE|1|||R|1/19/2023
Y11575501|5|113.25|109.72|3.53|1/23/2023|6/18/2024|GODB|1|||R|1/19/2023
Y11575501|6|87.2|84.48|2.72|1/23/2023|1/23/2024|REPM|1|||R|1/19/2023
Y11575501|7|128.88|124.86|4.02|1/23/2023|3/1/2024|PGMOB|1|||R|1/19/2023
Y11575501|8|76.5|74.11|2.39|1/23/2023|1/23/2024|CRMEM|1|||R|1/19/2023
Y11575501|9|41.8|40.5|1.3|1/23/2023|1/23/2024|CRMCO|1|||R|1/19/2023
Y11575501|10|70.5|68.3|2.2|1/23/2023|1/23/2024|CRMSM|1|||R|1/19/2023
Y11575501|11|199|47.47|1.53|||AWE|1|||R|1/19/2023
Y11575501|12|1100|1065.68|34.32|||AWCR|11|||R|1/19/2023
Y11575971|3|299.1|199.24|49.93|||SGBAS|1|||R|1/19/2023
Y11575971|4|144.89|96.51|24.19|||SBE|1|||R|1/19/2023
Y11575971|5|109.87|73.19|18.34|||GODB|1|||R|1/19/2023
Y11575971|6|4.61|3.07|0.77|||REPL|1|||R|1/19/2023
Y11575971|7|40.53|26.99|6.77|||CRMCO|1|||R|1/19/2023
Y11577231|10|349|349|0|1/23/2023|2/25/2024|SSE|1|||R|1/19/2023
Y11577231|3|299.1|288.11|0|1/23/2023|8/28/2024|SGBAS|1|||R|1/19/2023
Y11577231|4|144.89|139.57|0|1/23/2023|2/26/2024|SBE|1|||R|1/19/2023
Y11577231|5|109.87|105.83|0|1/23/2023|6/12/2024|GODB|1|||R|1/19/2023
Y11577231|6|4.61|4.44|0|1/23/2023|1/23/2024|REPL|1|||R|1/19/2023
Y11577231|7|40.53|39.04|0|1/23/2023|1/23/2024|CRMCO|1|||R|1/19/2023
Y11577231|8|50|50|0|1/23/2023|1/23/2024|VIS|1|||R|1/19/2023
Y11577231|9|215|215|0|1/23/2023|1/23/2024|PLCP|1|||R|1/19/2023
Y11577231|11|199|99|0|||AWE|1|||R|1/19/2023
Y11577231|12|600|600|0|||AWCR|6|||R|1/19/2023
Y11578450|2|480|242.18|237.82|||FOF|2|||R|1/19/2023
Y11578450|3|400|201.82|198.18|||FOF|3|||R|1/19/2023
Y11580880|6|1290|1287.36|2.64|||PLCP|6|||R|1/19/2023
Y11580880|7|149|148.69|0.31|||PGMOB|1|||R|1/19/2023
Y11580880|11|199|198.59|0.41|||AWE|1|||R|1/19/2023
Y11580880|13|49|26.89|0.06|||TESTO|1|||R|1/19/2023
Y11580880|14|49|26.89|0.06|||TESTO|1|||R|1/19/2023
Y11580880|16|1300|713.53|1.47|||FTE 4x10|1|||R|1/19/2023
Y11580880|17|1300|713.53|1.47|||FTE 4x10|1|||R|1/19/2023
Y11580880|18|1300|713.53|1.47|||FTE 4x10|1|||R|1/19/2023
Y11580880|19|1300|713.53|1.47|||FTE 4x10|1|||R|1/19/2023
Y11580880|20|1300|713.53|1.47|||FTE 4x10|1|||R|1/19/2023
Y11580880|21|1300|713.53|1.47|||FTE 4x10|1|||R|1/19/2023
Y11580880|22|1300|713.53|1.47|||FTE 4x10|1|||R|1/19/2023
Y11580880|23|1300|713.53|1.47|||FTE 4x10|1|||R|1/19/2023
Y11580880|24|1300|713.53|1.47|||FTE 4x10|1|||R|1/19/2023
Y11580880|25|300|164.66|0.34|||PLUS|1|||R|1/19/2023
Y11580880|3|464|463.05|0.95|||SGP|1|||R|1/19/2023
Y11580880|4|138|137.72|0.28|||SBE|1|||R|1/19/2023
Y11580880|5|97|96.8|0.2|||GODB|1|||R|1/19/2023
Y11580880|8|599|597.77|1.23|||MSE|1|||R|1/21/2023
Y11580880|9|350|349.28|0.72|||MSP|1|||R|1/21/2023
Y11580880|10|390|389.2|0.8|||FULSU|1|||R|1/21/2023
Y11580880|12|4200|4191.18|8.82|||AWCR|42|||R|1/21/2023
Y11581801|8|33.34|32.06|1.28|1/19/2023|5/19/2023|VIS|2|||R|1/19/2023
Y11581801|11|37.25|35.82|1.43|1/19/2023|4/19/2023|PGMOB|1|||R|1/19/2023
Y11581801|9|215.01|206.76|8.25|1/19/2023|5/19/2023|PLCP|3|||R|1/19/2023
Y11581801|10|25.33|24.36|0.97|1/19/2023|5/19/2023|FUOP|1|||R|1/19/2023
Y11582321|3|299.1|242.85|6.32|1/23/2023|3/8/2024|SGBAS|1|||R|1/19/2023
Y11582321|4|144.89|117.64|3.06|1/23/2023|4/24/2024|SBE|1|||R|1/19/2023
Y11582321|5|109.87|89.21|2.32|1/23/2023|2/7/2024|GODB|1|||R|1/19/2023
Y11582321|6|4.61|3.74|0.1|1/23/2023|1/23/2024|REPL|1|||R|1/19/2023
Y11582321|7|40.53|32.9|0.86|1/23/2023|1/23/2024|CRMCO|1|||R|1/19/2023
Y11582321|8|149|145.22|3.78|1/23/2023|1/27/2024|PGMOB|1|||R|1/19/2023
Y11582321|9|199|47.76|1.24|||AWE|1|||R|1/19/2023
Y11582321|10|800|779.68|20.32|||AWCR|8|||R|1/19/2023
Y11582421|3|123|123|0|||SGE|1|||R|1/19/2023
Y11582421|4|106|106|0|||SBE|1|||R|1/19/2023
Y11582421|5|120|120|0|||GODB|1|||R|1/19/2023
Y11597601|14|30|30|0|1/23/2023|3/3/2024|HOMEB|1|||R|1/20/2023
Y11597601|3|416.34|408.01|0|1/23/2023|3/3/2024|SGPRE|1|||R|1/20/2023
Y11597601|4|138.98|136.2|0|1/23/2023|3/3/2024|SBE|1|||R|1/20/2023
Y11597601|5|105.39|103.28|0|1/23/2023|3/3/2024|GODB|1|||R|1/20/2023
Y11597601|6|92.76|90.9|0|||PUBPG|1|||R|1/20/2023
Y11597601|7|143.1|140.24|0|||NOVPG|1|||R|1/20/2023
Y11597601|8|107.86|105.7|0|1/23/2023|1/23/2024|REPG|1|||R|1/20/2023
Y11597601|9|204.55|200.45|0|1/23/2023|1/23/2024|VIS|5|||R|1/20/2023
Y11597601|10|119.92|117.52|0|1/23/2023|2/4/2024|PGMOB|1|||R|1/20/2023
Y11597601|11|65.61|64.3|0|1/23/2023|1/23/2024|CRMEM|1|||R|1/20/2023
Y11597601|12|38.88|38.1|0|1/23/2023|1/23/2024|CRMCO|1|||R|1/20/2023
Y11597601|13|65.61|64.3|0|1/23/2023|1/23/2024|CRMSM|1|||R|1/20/2023
Y11597781|11|30|29.13|0.87|||HOMEB|1|||R|1/20/2023
Y11597781|3|331.52|321.85|9.67|||SGSTD|1|||R|1/20/2023
Y11597781|4|149.35|145|4.35|||SBE|1|||R|1/20/2023
Y11597781|5|113.25|109.95|3.3|||GODB|1|||R|1/20/2023
Y11597781|6|87.2|84.66|2.54|||REPM|1|||R|1/20/2023
Y11597781|7|128.88|125.12|3.76|||PGMOB|1|||R|1/20/2023
Y11597781|8|76.5|74.27|2.23|||CRMEM|1|||R|1/20/2023
Y11597781|9|41.8|40.58|1.22|||CRMCO|1|||R|1/20/2023
Y11597781|10|70.5|68.44|2.06|||CRMSM|1|||R|1/20/2023
Y11599181|3|299.1|299.1|0|1/23/2023|2/3/2024|SGBAS|1|||R|1/20/2023
Y11599181|4|144.89|144.89|0|1/23/2023|1/23/2024|SBE|1|||R|1/20/2023
Y11599181|5|109.87|109.87|0|1/23/2023|2/3/2024|GODB|1|||R|1/20/2023
Y11599181|6|4.61|4.61|0|1/23/2023|1/23/2024|REPL|1|||R|1/20/2023
Y11599181|7|40.53|40.53|0|1/23/2023|1/23/2024|CRMCO|1|||R|1/20/2023
Y11599181|8|100|100|0|1/23/2023|1/23/2024|VIS|2|||R|1/20/2023
Y11599181|9|100|100|0|1/23/2023|1/23/2024|VIS|2|||R|1/20/2023
Y11599181|10|215|215|0|1/23/2023|1/23/2024|PLCP|1|||R|1/20/2023
Y11599181|11|199|199|0|||AWE|1|||R|1/20/2023
Y11599181|12|800|800|0|||AWCR|8|||R|1/20/2023
Y11599781|15|800|800|0|1/23/2023|1/23/2024|AWCR|8|||R|1/20/2023
Y11601961|8|200|200|0|||VIS|4|||R|1/20/2023
Y11601961|9|149|149|0|||PGMOB|1|||R|1/20/2023
Y11601961|10|50|50|0|||BDSK|1|||R|1/20/2023
Y11601961|12|99|55.44|0|||LOG0|1|||R|1/20/2023
Y11601961|13|99|99|0|||LOG0|1|||R|1/20/2023
Y11601961|14|99|99|0|||LOG0|1|||R|1/20/2023
Y11601961|3|299.1|299.1|0|||SGBAS|1|||R|1/20/2023
Y11601961|4|144.89|144.89|0|||SBE|1|||R|1/20/2023
Y11601961|5|109.87|109.87|0|||GODB|1|||R|1/20/2023
Y11601961|6|4.61|4.61|0|||REPL|1|||R|1/20/2023
Y11601961|7|40.53|40.53|0|||CRMCO|1|||R|1/20/2023
Y11602751|3|331.52|231.96|33.19|1/23/2023|5/20/2024|SGSTD|1|||R|1/20/2023
Y11602751|4|149.35|104.5|14.95|1/23/2023|5/21/2024|SBE|1|||R|1/20/2023
Y11602751|5|113.25|79.24|11.34|1/23/2023|5/20/2024|GODB|1|||R|1/20/2023
Y11602751|6|87.2|61.01|8.73|1/23/2023|1/23/2024|REPM|1|||R|1/20/2023
Y11602751|7|128.88|90.18|12.9|1/23/2023|1/23/2024|PGMOB|1|||R|1/20/2023
Y11602751|8|76.5|53.52|7.66|1/23/2023|1/23/2024|CRMEM|1|||R|1/20/2023
Y11602751|9|41.8|29.25|4.18|1/23/2023|2/14/2024|CRMCO|1|||R|1/20/2023
Y11602751|10|70.5|49.33|7.06|1/23/2023|1/23/2024|CRMSM|1|||R|1/20/2023
Y11603361|7|30|28.88|1.12|1/23/2023|3/22/2024|HOMEB|1|||R|1/20/2023
Y11603361|3|447|430.31|16.69|1/23/2023|3/21/2024|SGP|1|||R|1/20/2023
Y11603361|4|133|128.03|4.97|1/23/2023|3/27/2024|SBE|1|||R|1/20/2023
Y11603361|5|93|89.53|3.47|1/23/2023|3/21/2024|GODB|1|||R|1/20/2023
Y11603361|6|976|939.55|36.45|1/23/2023|4/28/2024|ADVNE|1|||R|1/20/2023
Y11603361|8|774|745.1|28.9|||PSOC2|1|||R|1/21/2023
Y11603361|9|225|216.6|8.4|||BOOS2|1|||R|1/21/2023
Y11603390|8|599|599|0|||MSE|1|||R|1/20/2023
Y11603390|3|299.1|299.1|0|||SGBAS|1|||R|1/20/2023
Y11603390|5|109.87|109.87|0|||GODB|1|||R|1/20/2023
Y11603390|6|4.61|4.61|0|||REPL|1|||R|1/20/2023
Y11603390|7|40.53|40.53|0|||CRMCO|1|||R|1/20/2023
Y11616200|9|649|642.9|6.1|||AWP|1|||R|1/21/2023
Y11616200|10|3800|3764.28|35.72|||AWCR|38|||R|1/21/2023
Y11616200|11|199|197.13|1.87|||LP|1|||R|1/21/2023
Y11616200|3|299.1|296.29|2.81|||SGBAS|1|||R|1/21/2023
Y11616200|4|144.89|143.53|1.36|||SBE|1|||R|1/21/2023
Y11616200|5|109.87|108.84|1.03|||GODB|1|||R|1/21/2023
Y11616200|6|4.61|4.57|0.04|||REPL|1|||R|1/21/2023
Y11616200|7|40.53|40.15|0.38|||CRMCO|1|||R|1/21/2023
Y11616200|8|76|75.29|0.71|||FUOP|1|||R|1/21/2023
Y11616361|3|331.52|265.02|0.13|1/23/2023|12/14/2024|SGSTD|1|||R|1/21/2023
Y11616361|4|149.35|119.39|0.06|1/23/2023|3/26/2024|SBE|1|||R|1/21/2023
Y11616361|5|113.25|90.53|0.05|1/23/2023|7/9/2024|GODB|1|||R|1/21/2023
Y11616361|6|87.2|69.7|0.04|1/23/2023|1/23/2024|REPM|1|||R|1/21/2023
Y11616361|7|128.88|103.03|0.05|1/23/2023|3/25/2024|PGMOB|1|||R|1/21/2023
Y11616361|8|76.5|61.15|0.03|1/23/2023|1/23/2024|CRMEM|1|||R|1/21/2023
Y11616361|9|41.8|33.41|0.02|1/23/2023|1/23/2024|CRMCO|1|||R|1/21/2023
Y11616361|10|70.5|56.36|0.03|1/23/2023|1/23/2024|CRMSM|1|||R|1/21/2023
Y11616361|11|50|49.97|0.03|1/23/2023|1/23/2024|VIS|1|||R|1/21/2023
Y11616361|12|349|185.93|0.09|1/23/2023|4/24/2024|SSE|1|||R|1/21/2023
Y11616361|13|120|63.93|0.03|||SSR|1|||R|1/21/2023
Y11616361|14|199|48.98|0.02|||AWE|1|||R|1/21/2023
Y11616361|15|800|799.6|0.4|||AWCR|8|||R|1/21/2023
Y11625040|11|99|98.34|0.66|||LOG0|1|||R|1/22/2023
Y11625040|12|99|98.34|0.66|||LOG0|1|||R|1/22/2023
Y11625040|3|331.52|329.3|2.22|||SGSTD|1|||R|1/22/2023
Y11625040|4|149.35|148.35|1|||SBE|1|||R|1/22/2023
Y11625040|5|113.25|112.49|0.76|||GODB|1|||R|1/22/2023
Y11625040|6|87.2|86.62|0.58|||REPM|1|||R|1/22/2023
Y11625040|7|128.88|128.02|0.86|||PGMOB|1|||R|1/22/2023
Y11625040|8|76.5|75.99|0.51|||CRMEM|1|||R|1/22/2023
Y11625040|9|41.8|41.52|0.28|||CRMCO|1|||R|1/22/2023
Y11625040|10|70.5|70.03|0.47|||CRMSM|1|||R|1/22/2023
Y11625120|2|329|329|0|||SGE|1|||R|1/22/2023
Y11625120|3|170|170|0|||GODB|1|||R|1/22/2023
Y11625120|4|30|30|0|||HOMEB|1|||R|1/22/2023
Y11625120|5|599|599|0|||MSE|1|||R|1/22/2023
Y11625120|6|5.99|5.99|0|||SMAIL|1|||R|1/22/2023
Y11625281|3|299.1|299.1|0|||SGBAS|1|||R|1/22/2023
Y11625281|4|144.89|144.89|0|||SBE|1|||R|1/22/2023
Y11625281|5|109.87|109.87|0|||GODB|1|||R|1/22/2023
Y11625281|6|4.61|4.61|0|||REPL|1|||R|1/22/2023
Y11625281|7|40.53|40.53|0|||CRMCO|1|||R|1/22/2023
Y11625281|19|0|0|0|||GOREMKTG|6|||R|1/22/2023
Y11625281|21|0|0|0|||GOSEARCH|20|||R|1/22/2023
Y11625281|20|0|0|0|||LINLEAD|20|||R|1/22/2023
Y11625281|18|0|0|0|||LINTRAF|20|||R|1/22/2023
Y11625281|22|2000|2000|0|||MOFEE|1|||R|1/22/2023
Y11625281|25|200|200|0|||VASCREBAS|1|||R|1/22/2023
Y11625281|24|400|400|0|||VASLAND|1|||R|1/22/2023
Y11625281|23|6600|6600|0|||MOADV|66|||R|1/22/2023
Y11625281|8|1149|1149|0|||ADVNE|1|||R|1/22/2023
Y11625281|9|50|50|0|||BDSK|1|||R|1/22/2023
Y11625281|10|449|449|0|||BDADV|1|||R|1/22/2023
Y11625281|11|199|199|0|||AWE|1|||R|1/22/2023
Y11625281|12|1000|1000|0|||AWCR|10|||R|1/22/2023
Y11625411|8|30|28.2|1.8|1/23/2023|2/18/2024|HOMEB|1|||R|1/22/2023
Y11625411|9|599|337.84|21.56|1/23/2023|3/31/2024|MSE|1|||R|1/22/2023
Y11625411|3|299.1|234.22|14.95|1/23/2023|2/18/2024|SGBAS|1|||R|1/22/2023
Y11625411|4|144.89|113.46|7.24|1/23/2023|1/23/2024|SBE|1|||R|1/22/2023
Y11625411|5|109.87|86.04|5.49|1/23/2023|2/19/2024|GODB|1|||R|1/22/2023
Y11625411|6|4.61|3.61|0.23|1/23/2023|1/23/2024|REPL|1|||R|1/22/2023
Y11625411|7|40.53|31.73|2.03|1/23/2023|1/23/2024|CRMCO|1|||R|1/22/2023
Y11625411|10|700|658|42|||DCG|1|||R|1/23/2023
Y11625630|2|329|319.02|9.98|1/23/2023|2/1/2024|SGE|1|||R|1/22/2023
Y11625630|3|170|164.84|5.16|1/23/2023|2/1/2024|GODB|1|||R|1/22/2023
Y11625630|4|1149|1114.14|34.86|1/23/2023|4/1/2024|ADVNE|1|||R|1/22/2023
Y11625670|2|329|329|0|1/23/2023|5/28/2024|SGE|1|||R|1/22/2023
Y11625670|3|170|170|0|1/23/2023|3/9/2024|GODB|1|||R|1/22/2023
Y11625670|4|599|599|0|1/23/2023|3/24/2024|MSE|1|||R|1/22/2023
Y11625670|5|49|49|0|||TESTO|1|||R|1/22/2023
Y11625670|6|49|49|0|||TESTO|1|||R|1/22/2023
Y11626221|8|30|28.88|1.12|1/23/2023|3/4/2024|HOMEB|1|||R|1/22/2023
Y11626221|9|349|201.55|7.85|1/23/2023|2/11/2024|SSE|1|||R|1/22/2023
Y11626221|3|299.1|287.88|11.22|||SGBAS|1|||R|1/22/2023
Y11626221|4|144.89|139.46|5.43|1/23/2023|1/23/2024|SBE|1|||R|1/22/2023
Y11626221|5|109.87|105.75|4.12|1/23/2023|3/3/2024|GODB|1|||R|1/22/2023
Y11626221|6|4.61|4.44|0.17|1/23/2023|1/23/2024|REPL|1|||R|1/22/2023
Y11626221|7|40.53|39.01|1.52|1/23/2023|1/23/2024|CRMCO|1|||R|1/22/2023
Y11626791|8|598|598|0|||SAGG|2|||R|1/22/2023
Y11626791|9|76|76|0|||FUOP|1|||R|1/22/2023
Y11626791|11|400|240|0|||LGE|50|||R|1/22/2023
Y11626791|12|900|495|0|||FTE 4x10|1|||R|1/22/2023
Y11626791|13|900|495|0|||FTE 4x10|1|||R|1/22/2023
Y11626791|3|299.1|299.1|0|||SGBAS|1|||R|1/22/2023
Y11626791|4|144.89|144.89|0|||SBE|1|||R|1/22/2023
Y11626791|5|109.87|109.87|0|||GODB|1|||R|1/22/2023
Y11626791|6|4.61|4.61|0|||REPL|1|||R|1/22/2023
Y11626791|7|40.53|40.53|0|||CRMCO|1|||R|1/22/2023
Y11626950|2|329|320.05|8.95|||SGE|1|||R|1/22/2023
Y11626950|3|170|165.38|4.62|||GODB|1|||R|1/22/2023
Y11626950|4|599|582.71|16.29|||MSE|1|||R|1/22/2023
Y11626950|5|50|48.64|1.36|||BDSK|1|||R|1/22/2023
Y11626950|6|449|436.79|12.21|||BDADV|1|||R|1/22/2023
Y11626971|11|599|359.4|0|||MSE|1|||R|1/22/2023
Y11626971|3|331.52|331.52|0|||SGSTD|1|||R|1/22/2023
Y11626971|4|149.35|149.35|0|||SBE|1|||R|1/22/2023
Y11626971|5|113.25|113.25|0|||GODB|1|||R|1/22/2023
Y11626971|6|87.2|87.2|0|||REPM|1|||R|1/22/2023
Y11626971|7|128.88|128.88|0|||PGMOB|1|||R|1/22/2023
Y11626971|8|76.5|76.5|0|||CRMEM|1|||R|1/22/2023
Y11626971|9|41.8|41.8|0|||CRMCO|1|||R|1/22/2023
Y11626971|10|70.5|70.5|0|||CRMSM|1|||R|1/22/2023
Y11627021|5|49|27.44|0|||TESTO|1|||R|1/22/2023
Y11627021|6|49|27.44|0|||TESTO|1|||R|1/22/2023
Y11627021|2|329|329|0|1/23/2023|3/26/2024|SGE|1|||R|1/22/2023
Y11627021|3|170|170|0|1/23/2023|3/26/2024|GODB|1|||R|1/22/2023
Y11627021|4|599|359.4|0|1/23/2023|5/5/2024|MSE|1|||R|1/22/2023
Y11633030|10|235|235|0|||ENTRY|1|||R|1/23/2023
Y11633030|11|235|235|0|||ENTRY|1|||R|1/23/2023
Y11633030|12|235|235|0|||ENTRY|1|||R|1/23/2023
Y11633030|8|200|200|0|||VIS|4|||R|1/23/2023
Y11633030|3|299.1|299.1|0|||SGBAS|1|||R|1/23/2023
Y11633030|4|144.89|144.89|0|||SBE|1|||R|1/23/2023
Y11633030|5|109.87|109.87|0|||GODB|1|||R|1/23/2023
Y11633030|6|4.61|4.61|0|||REPL|1|||R|1/23/2023
Y11633030|7|40.53|40.53|0|||CRMCO|1|||R|1/23/2023
Y11633030|9|430|430|0|||PLCP|2|||R|1/23/2023
Y04055822|6|123|123|0|||SGE|1|||R|1/23/2023
Y04055822|7|106|106|0|||SBE|1|||R|1/23/2023
Y04055822|8|120|120|0|||GODB|1|||R|1/23/2023
Y04055822|9|100|100|0|||VIS|2|||R|1/23/2023
Y04055822|10|30|30|0|||HOMEB|1|||R|1/23/2023
Y04055822|11|89|89|0|||RFYS|1|||R|1/23/2023
Y04055822|12|149|149|0|||PGMOB|1|||R|1/23/2023
Y11633801|7|30|30|0|||HOMEB|1|||R|1/23/2023
Y11633801|9|99|54.45|0|||LOG0|1|||R|1/23/2023
Y11633801|10|99|54.45|0|||LOG0|1|||R|1/23/2023
Y11633801|11|99|54.45|0|||LOG0|1|||R|1/23/2023
Y11633801|12|99|55.94|0|||LOG0|1|||R|1/23/2023
Y11633801|3|447|447|0|||SGP|1|||R|1/23/2023
Y11633801|4|133|133|0|||SBE|1|||R|1/23/2023
Y11633801|5|93|93|0|||GODB|1|||R|1/23/2023
Y11633801|6|976|976|0|||ADVNE|1|||R|1/23/2023
Y11633970|6|49|48.02|0.98|||TESTO|1|||R|1/23/2023
Y11633970|7|49|48.02|0.98|||TESTO|1|||R|1/23/2023
Y11633970|3|464|454.72|9.28|||SGP|1|||R|1/23/2023
Y11633970|4|138|135.24|2.76|||SBE|1|||R|1/23/2023
Y11633970|5|97|95.06|1.94|||GODB|1|||R|1/23/2023
Y11634051|3|299.1|269.19|29.91|||SGBAS|1|||R|1/23/2023
Y11634051|4|144.89|130.4|14.49|||SBE|1|||R|1/23/2023
Y11634051|5|109.87|98.88|10.99|||GODB|1|||R|1/23/2023
Y11634051|6|4.61|4.15|0.46|||REPL|1|||R|1/23/2023
Y11634051|7|40.53|36.48|4.05|||CRMCO|1|||R|1/23/2023
Y11634211|8|30|30|0|||HOMEB|1|||R|1/23/2023
Y11634211|9|549|549|0|||SPS2|1|||R|1/23/2023
Y11634211|10|1149|1149|0|||ADVNE|1|||R|1/23/2023
Y11634211|11|750|750|0|||ADVNR|1|||R|1/23/2023
Y11634211|3|299.1|284.15|0|||SGBAS|1|||R|1/23/2023
Y11634211|4|144.89|137.65|0|||SBE|1|||R|1/23/2023
Y11634211|5|109.87|104.38|0|||GODB|1|||R|1/23/2023
Y11634211|6|4.61|4.38|0|||REPL|1|||R|1/23/2023
Y11634211|7|40.53|38.5|0|||CRMCO|1|||R|1/23/2023
Y11634221|3|299.1|249.17|0|1/23/2023|1/26/2024|SGBAS|1|||R|1/23/2023
Y11634221|4|144.89|120.7|0|1/23/2023|1/26/2024|SBE|1|||R|1/23/2023
Y11634221|5|109.87|91.53|0|1/23/2023|1/26/2024|GODB|1|||R|1/23/2023
Y11634221|6|4.61|3.84|0|1/23/2023|1/23/2024|REPL|1|||R|1/23/2023
Y11634221|7|40.53|33.76|0|||CRMCO|1|||R|1/23/2023
Y11634580|6|199|199|0|||AWE|1|||R|1/23/2023
Y11634580|7|800|800|0|||AWCR|8|||R|1/23/2023
Y11634580|8|49|49|0|||TESTO|1|||R|1/23/2023
Y11634580|9|49|49|0|||TESTO|1|||R|1/23/2023
Y11634580|3|464|464|0|||SGP|1|||R|1/23/2023
Y11634580|4|138|138|0|||SBE|1|||R|1/23/2023
Y11634580|5|97|97|0|||GODB|1|||R|1/23/2023
Y11634671|8|499|499|0|||SEOSE|2|||R|1/23/2023
Y11634671|9|400|400|0|||SEOSP|2|||R|1/23/2023
Y11634751|3|331.52|265.15|0|1/23/2023|5/3/2024|SGSTD|1|||R|1/23/2023
Y11634751|4|149.35|119.45|0|1/23/2023|2/19/2024|SBE|1|||R|1/23/2023
Y11634751|5|113.25|90.58|0|1/23/2023|5/3/2024|GODB|1|||R|1/23/2023
Y11634751|6|87.2|69.74|0|1/23/2023|1/23/2024|REPM|1|||R|1/23/2023
Y11634751|7|128.88|103.08|0|1/23/2023|1/23/2024|PGMOB|1|||R|1/23/2023
Y11634751|8|76.5|61.18|0|1/23/2023|1/23/2024|CRMEM|1|||R|1/23/2023
Y11634751|9|41.8|33.43|0|1/23/2023|1/23/2024|CRMCO|1|||R|1/23/2023
Y11634751|10|70.5|56.39|0|1/23/2023|1/23/2024|CRMSM|1|||R|1/23/2023
Y11634770|9|225|222.75|2.25|||ENTRY|1|703|1/23/2023|L|1/23/2023
Y11634770|10|49|26.68|0.27|||TESTO|1|703|1/23/2023|L|1/23/2023
Y11634770|8|150|148.5|1.5|||VIS|3|703|1/23/2023|L|1/23/2023
Y11634770|3|299.1|296.11|2.99|||SGBAS|1|703|1/23/2023|L|1/23/2023
Y11634770|4|144.89|143.44|1.45|||SBE|1|703|1/23/2023|L|1/23/2023
Y11634770|5|109.87|108.77|1.1|||GODB|1|703|1/23/2023|L|1/23/2023
Y11634770|6|4.61|4.56|0.05|||REPL|1|703|1/23/2023|L|1/23/2023
